"season","posteam","week","player_id","full_name","position","pass_attempt","rec_attempt","rush_attempt","pass_air_yards","rec_air_yards","pass_completions","receptions","pass_completions_exp","receptions_exp","pass_yards_gained","rec_yards_gained","rush_yards_gained","pass_yards_gained_exp","rec_yards_gained_exp","rush_yards_gained_exp","pass_touchdown","rec_touchdown","rush_touchdown","pass_touchdown_exp","rec_touchdown_exp","rush_touchdown_exp","pass_two_point_conv","rec_two_point_conv","rush_two_point_conv","pass_first_down","rec_first_down","rush_first_down","pass_interception","rec_interception","pass_interception_exp","rec_interception_exp","rec_fumble_lost","rush_fumble_lost","pass_fantasy_points_exp","rec_fantasy_points_exp","rush_fantasy_points_exp","pass_fantasy_points","rec_fantasy_points","rush_fantasy_points","total_yards_gained","total_yards_gained_exp","total_touchdown","total_touchdown_exp","total_first_down","total_first_down_exp","total_fantasy_points","total_fantasy_points_exp","pass_completions_diff","receptions_diff","pass_yards_gained_diff","rec_yards_gained_diff","rush_yards_gained_diff","pass_touchdown_diff","rec_touchdown_diff","rush_touchdown_diff","pass_first_down_diff","rec_first_down_diff","rush_first_down_diff","pass_fantasy_points_diff","rec_fantasy_points_diff","rush_fantasy_points_diff","total_yards_gained_diff","total_touchdown_diff","total_fantasy_points_diff","pass_attempt_team","rec_attempt_team","rush_attempt_team","pass_air_yards_team","rec_air_yards_team","pass_completions_team","receptions_team","pass_completions_exp_team","receptions_exp_team","pass_yards_gained_team","rec_yards_gained_team","rush_yards_gained_team","pass_yards_gained_exp_team","rec_yards_gained_exp_team","rush_yards_gained_exp_team","pass_touchdown_team","rec_touchdown_team","rush_touchdown_team","pass_touchdown_exp_team","rec_touchdown_exp_team","rush_touchdown_exp_team","pass_two_point_conv_team","rec_two_point_conv_team","rush_two_point_conv_team","pass_first_down_team","rec_first_down_team","rush_first_down_team","pass_interception_team","rec_interception_team","pass_interception_exp_team","rec_interception_exp_team","rec_fumble_lost_team","rush_fumble_lost_team","pass_fantasy_points_exp_team","rec_fantasy_points_exp_team","rush_fantasy_points_exp_team","pass_fantasy_points_team","rec_fantasy_points_team","rush_fantasy_points_team","pass_completions_diff_team","receptions_diff_team","pass_yards_gained_diff_team","rec_yards_gained_diff_team","rush_yards_gained_diff_team","pass_touchdown_diff_team","rec_touchdown_diff_team","rush_touchdown_diff_team","pass_first_down_diff_team","rec_first_down_diff_team","rush_first_down_diff_team","pass_interception_diff_team","rec_interception_diff_team","pass_fantasy_points_diff_team","rec_fantasy_points_diff_team","rush_fantasy_points_diff_team","total_yards_gained_team","total_yards_gained_exp_team","total_yards_gained_diff_team","total_touchdown_team","total_touchdown_exp_team","total_touchdown_diff_team","total_first_down_team","total_first_down_exp_team","total_fantasy_points_team","total_fantasy_points_exp_team","total_fantasy_points_diff_team"
"2023","MIN",1,"00-0036345","K.J. Osborn","WR",0,6,0,0,59,0,3,0,3.57,0,31,0,0,47.15,0,0,0,0,0,0.76,0,0,0,0,0,1,0,0,1,0,0.14,0,0,0,12.83,0,0,6.1,0,31,47.15,0,0.76,1,2.96,6.1,12.83,0,-0.57,0,-16.15,0,0,-0.76,0,0,-1.96,0,0,-6.73,0,-16.15,-0.76,-6.73,44,44,17,298,298,33,33,30.18,30.19,344,344,41,326.72,326.72,64.17,2,2,0,2.4,2.39,0.93,0,0,0,15,15,2,1,1,0.93,0.92,0,1,20.8,77.24,12,19.76,79.4,2.1,2.82,2.81,17.28,17.28,-23.17,-0.4,-0.39,-0.93,-2.36,-2.36,-2.41,0.07,0.08,-1.04,2.16,-9.9,385,390.89,-5.89,2,3.32,-1.32,17,21.77,81.5,89.24,-7.74
"2023","TB",1,"00-0039052","Trey Palmer","WR",0,3,0,0,13,0,2,0,1.96,0,8,0,0,14.72,0,0,1,0,0,0.48,0,0,0,0,0,1,0,0,0,0,0.08,0,0,0,6.32,0,0,8.8,0,8,14.72,1,0.48,1,1.78,8.8,6.32,0,0.04,0,-6.72,0,0,0.52,0,0,-0.78,0,0,2.48,0,-6.72,0.52,2.48,34,34,33,252,252,21,21,23.61,23.59,173,173,73,255,254.99,136.55,2,2,0,1.6,1.59,0.2,0,0,0,9,9,5,0,0,0.62,0.61,0,0,15.36,58.72,14.83,14.92,50.3,7.3,-2.61,-2.59,-82,-81.99,-63.55,0.4,0.41,-0.2,-4.73,-4.72,-4.29,-0.62,-0.61,-0.44,-8.42,-7.53,246,391.54,-145.54,2,1.79,0.21,14,23.01,57.6,73.55,-15.95
"2023","TB",1,"00-0037487","Deven Thompkins","WR",0,3,0,0,19,0,2,0,2.13,0,10,0,0,20.13,0,0,0,0,0,0.12,0,0,0,0,0,1,0,0,0,0,0.05,0,0,0,4.87,0,0,3,0,10,20.13,0,0.12,1,0.92,3,4.87,0,-0.13,0,-10.13,0,0,-0.12,0,0,0.08,0,0,-1.87,0,-10.13,-0.12,-1.87,34,34,33,252,252,21,21,23.61,23.59,173,173,73,255,254.99,136.55,2,2,0,1.6,1.59,0.2,0,0,0,9,9,5,0,0,0.62,0.61,0,0,15.36,58.72,14.83,14.92,50.3,7.3,-2.61,-2.59,-82,-81.99,-63.55,0.4,0.41,-0.2,-4.73,-4.72,-4.29,-0.62,-0.61,-0.44,-8.42,-7.53,246,391.54,-145.54,2,1.79,0.21,14,23.01,57.6,73.55,-15.95
"2023","TB",1,"00-0038951","Sean Tucker","RB",0,2,5,0,-3,0,2,0,1.68,0,9,15,0,14.75,23.23,0,0,0,0,0.01,0.02,0,0,0,0,0,1,0,0,0,0.01,0,0,0,3.22,2.44,0,2.9,1.5,24,37.98,0,0.03,1,1.59,4.4,5.66,0,0.32,0,-5.75,-8.23,0,-0.01,-0.02,0,-0.58,-0.01,0,-0.32,-0.94,-13.98,-0.03,-1.26,34,34,33,252,252,21,21,23.61,23.59,173,173,73,255,254.99,136.55,2,2,0,1.6,1.59,0.2,0,0,0,9,9,5,0,0,0.62,0.61,0,0,15.36,58.72,14.83,14.92,50.3,7.3,-2.61,-2.59,-82,-81.99,-63.55,0.4,0.41,-0.2,-4.73,-4.72,-4.29,-0.62,-0.61,-0.44,-8.42,-7.53,246,391.54,-145.54,2,1.79,0.21,14,23.01,57.6,73.55,-15.95
"2023","TEN",1,"00-0029701","Ryan Tannehill","QB",34,0,3,310,0,16,0,21.47,0,198,0,5,251.01,0,24.07,0,0,0,1.14,0,0.02,0,0,0,8,0,0,3,0,0.7,0,0,0,13.19,0,2.51,1.92,0,0.5,203,275.08,0,1.16,8,11.78,2.42,15.7,-5.47,0,-53.01,0,-19.07,-1.14,0,-0.02,-2.99,0,-0.79,-11.27,0,-2.01,-72.08,-1.16,-13.28,34,34,22,310,310,16,16,21.47,21.48,198,198,104,251.01,251.01,107.04,0,0,0,1.14,1.15,0.18,0,0,0,8,8,5,3,3,0.7,0.71,0,0,13.19,53.39,11.72,1.92,35.8,10.4,-5.47,-5.48,-53.01,-53.01,-3.04,-1.14,-1.15,-0.18,-2.99,-2.99,0.83,2.3,2.29,-11.27,-17.59,-1.32,302,358.05,-56.05,0,1.33,-1.33,13,15.16,46.2,65.11,-18.91
"2023","TEN",1,"00-0037809","Chigoziem Okonkwo","TE",0,2,0,0,34,0,0,0,1.14,0,0,0,0,19.38,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,3.25,0,0,0,0,0,19.38,0,0.03,0,0.48,0,3.25,0,-1.14,0,-19.38,0,0,-0.03,0,0,-0.48,0,0,-3.25,0,-19.38,-0.03,-3.25,34,34,22,310,310,16,16,21.47,21.48,198,198,104,251.01,251.01,107.04,0,0,0,1.14,1.15,0.18,0,0,0,8,8,5,3,3,0.7,0.71,0,0,13.19,53.39,11.72,1.92,35.8,10.4,-5.47,-5.48,-53.01,-53.01,-3.04,-1.14,-1.15,-0.18,-2.99,-2.99,0.83,2.3,2.29,-11.27,-17.59,-1.32,302,358.05,-56.05,0,1.33,-1.33,13,15.16,46.2,65.11,-18.91
"2023","TEN",1,"00-0039032","Tyjae Spears","RB",0,4,3,0,45,0,1,0,1.98,0,1,27,0,26.08,14.31,0,0,0,0,0.37,0.01,0,0,0,0,0,1,0,0,0,0.07,0,0,0,6.78,1.47,0,1.1,2.7,28,40.39,0,0.38,1,1.26,3.8,8.25,0,-0.98,0,-25.08,12.69,0,-0.37,-0.01,0,-0.78,0.52,0,-5.68,1.23,-12.39,-0.38,-4.45,34,34,22,310,310,16,16,21.47,21.48,198,198,104,251.01,251.01,107.04,0,0,0,1.14,1.15,0.18,0,0,0,8,8,5,3,3,0.7,0.71,0,0,13.19,53.39,11.72,1.92,35.8,10.4,-5.47,-5.48,-53.01,-53.01,-3.04,-1.14,-1.15,-0.18,-2.99,-2.99,0.83,2.3,2.29,-11.27,-17.59,-1.32,302,358.05,-56.05,0,1.33,-1.33,13,15.16,46.2,65.11,-18.91
"2023","NO",1,"00-0031280","Derek Carr","QB",33,0,3,378,0,23,0,19.58,0,305,0,4,244.34,0,4.21,1,0,0,2.53,0,0.03,0,0,0,12,0,0,1,0,0.9,0,0,0,18.07,0,0.6,14.2,0,0.4,309,248.55,1,2.56,12,11.75,14.6,18.67,3.42,0,60.66,0,-0.21,-1.53,0,-0.03,0.529999999999999,0,-0.28,-3.87,0,-0.2,60.45,-1.56,-4.07,33,33,27,378,378,23,23,19.58,19.57,305,305,69,244.34,244.34,110.81,1,1,0,2.53,2.53,0.24,0,0,0,12,12,2,1,1,0.9,0.9,0,0,18.07,59.18,12.53,14.2,59.5,6.9,3.42,3.43,60.66,60.66,-41.81,-1.53,-1.53,-0.24,0.529999999999999,0.53,-3.45,0.1,0.1,-3.87,0.319999999999998,-5.63,374,355.15,18.85,1,2.77,-1.77,14,16.92,66.4,71.71,-5.31
"2023","NO",1,"00-0032765","Michael Thomas","WR",0,8,0,0,78,0,5,0,5.07,0,61,0,0,60.09,0,0,0,0,0,0.76,0,0,0,0,0,2,0,0,0,0,0.22,0,0,0,15.62,0,0,11.1,0,61,60.09,0,0.76,2,2.62,11.1,15.62,0,-0.0700000000000003,0,0.909999999999997,0,0,-0.76,0,0,-0.62,0,0,-4.52,0,0.909999999999997,-0.76,-4.52,33,33,27,378,378,23,23,19.58,19.57,305,305,69,244.34,244.34,110.81,1,1,0,2.53,2.53,0.24,0,0,0,12,12,2,1,1,0.9,0.9,0,0,18.07,59.18,12.53,14.2,59.5,6.9,3.42,3.43,60.66,60.66,-41.81,-1.53,-1.53,-0.24,0.529999999999999,0.53,-3.45,0.1,0.1,-3.87,0.319999999999998,-5.63,374,355.15,18.85,1,2.77,-1.77,14,16.92,66.4,71.71,-5.31
"2023","NO",1,"00-0033948","Jamaal Williams","RB",0,2,18,0,-5,0,2,0,1.64,0,7,45,0,11.62,74.66,0,0,0,0,0.01,0.16,0,0,0,0,0,2,0,0,0,0.01,0,0,0,2.85,8.42,0,2.7,4.5,52,86.28,0,0.17,2,4.22,7.2,11.27,0,0.36,0,-4.62,-29.66,0,-0.01,-0.16,0,-0.41,-1.81,0,-0.15,-3.92,-34.28,-0.17,-4.07,33,33,27,378,378,23,23,19.58,19.57,305,305,69,244.34,244.34,110.81,1,1,0,2.53,2.53,0.24,0,0,0,12,12,2,1,1,0.9,0.9,0,0,18.07,59.18,12.53,14.2,59.5,6.9,3.42,3.43,60.66,60.66,-41.81,-1.53,-1.53,-0.24,0.529999999999999,0.53,-3.45,0.1,0.1,-3.87,0.319999999999998,-5.63,374,355.15,18.85,1,2.77,-1.77,14,16.92,66.4,71.71,-5.31
"2023","NO",1,"00-0037545","Rashid Shaheed","WR",0,6,2,0,98,0,5,0,2.89,0,89,11,0,44.69,9.19,0,1,0,0,0.77,0.02,0,0,0,0,3,0,0,0,0,0.18,0,0,0,11.99,1.03,0,19.9,1.1,100,53.88,1,0.79,3,2.2,21,13.02,0,2.11,0,44.31,1.81,0,0.23,-0.02,0,1.09,-0.29,0,7.91,0.0700000000000001,46.12,0.21,7.98,33,33,27,378,378,23,23,19.58,19.57,305,305,69,244.34,244.34,110.81,1,1,0,2.53,2.53,0.24,0,0,0,12,12,2,1,1,0.9,0.9,0,0,18.07,59.18,12.53,14.2,59.5,6.9,3.42,3.43,60.66,60.66,-41.81,-1.53,-1.53,-0.24,0.529999999999999,0.53,-3.45,0.1,0.1,-3.87,0.319999999999998,-5.63,374,355.15,18.85,1,2.77,-1.77,14,16.92,66.4,71.71,-5.31
"2023","TEN",1,"00-0030564","DeAndre Hopkins","WR",0,13,0,0,130,0,7,0,8.49,0,65,0,0,103.89,0,0,0,0,0,0.18,0,0,0,0,0,3,0,0,2,0,0.3,0,0,0,19.94,0,0,13.5,0,65,103.89,0,0.18,3,4.98,13.5,19.94,0,-1.49,0,-38.89,0,0,-0.18,0,0,-1.98,0,0,-6.44,0,-38.89,-0.18,-6.44,34,34,22,310,310,16,16,21.47,21.48,198,198,104,251.01,251.01,107.04,0,0,0,1.14,1.15,0.18,0,0,0,8,8,5,3,3,0.7,0.71,0,0,13.19,53.39,11.72,1.92,35.8,10.4,-5.47,-5.48,-53.01,-53.01,-3.04,-1.14,-1.15,-0.18,-2.99,-2.99,0.83,2.3,2.29,-11.27,-17.59,-1.32,302,358.05,-56.05,0,1.33,-1.33,13,15.16,46.2,65.11,-18.91
"2023","TEN",1,"00-0036182","Nick Westbrook-Ikhine","WR",0,7,0,0,35,0,4,0,4.52,0,58,0,0,38.86,0,0,0,0,0,0.08,0,0,0,0,0,3,0,0,0,0,0.12,0,0,0,8.9,0,0,9.8,0,58,38.86,0,0.08,3,2.15,9.8,8.9,0,-0.52,0,19.14,0,0,-0.08,0,0,0.85,0,0,0.9,0,19.14,-0.08,0.9,34,34,22,310,310,16,16,21.47,21.48,198,198,104,251.01,251.01,107.04,0,0,0,1.14,1.15,0.18,0,0,0,8,8,5,3,3,0.7,0.71,0,0,13.19,53.39,11.72,1.92,35.8,10.4,-5.47,-5.48,-53.01,-53.01,-3.04,-1.14,-1.15,-0.18,-2.99,-2.99,0.83,2.3,2.29,-11.27,-17.59,-1.32,302,358.05,-56.05,0,1.33,-1.33,13,15.16,46.2,65.11,-18.91
"2023","NO",1,"00-0036040","Juwan Johnson","TE",0,5,0,0,45,0,3,0,2.89,0,36,0,0,36,0,0,0,0,0,0.05,0,0,0,0,0,1,0,0,1,0,0.17,0,0,0,6.79,0,0,6.6,0,36,36,0,0.05,1,1.66,6.6,6.79,0,0.11,0,0,0,0,-0.05,0,0,-0.66,0,0,-0.19,0,0,-0.05,-0.19,33,33,27,378,378,23,23,19.58,19.57,305,305,69,244.34,244.34,110.81,1,1,0,2.53,2.53,0.24,0,0,0,12,12,2,1,1,0.9,0.9,0,0,18.07,59.18,12.53,14.2,59.5,6.9,3.42,3.43,60.66,60.66,-41.81,-1.53,-1.53,-0.24,0.529999999999999,0.53,-3.45,0.1,0.1,-3.87,0.319999999999998,-5.63,374,355.15,18.85,1,2.77,-1.77,14,16.92,66.4,71.71,-5.31
"2023","NO",1,"00-0037239","Chris Olave","WR",0,10,0,0,129,0,8,0,6.34,0,112,0,0,79.67,0,0,0,0,0,0.2,0,0,0,0,0,6,0,0,0,0,0.27,0,0,0,15.5,0,0,19.2,0,112,79.67,0,0.2,6,4.03,19.2,15.5,0,1.66,0,32.33,0,0,-0.2,0,0,1.97,0,0,3.7,0,32.33,-0.2,3.7,33,33,27,378,378,23,23,19.58,19.57,305,305,69,244.34,244.34,110.81,1,1,0,2.53,2.53,0.24,0,0,0,12,12,2,1,1,0.9,0.9,0,0,18.07,59.18,12.53,14.2,59.5,6.9,3.42,3.43,60.66,60.66,-41.81,-1.53,-1.53,-0.24,0.529999999999999,0.53,-3.45,0.1,0.1,-3.87,0.319999999999998,-5.63,374,355.15,18.85,1,2.77,-1.77,14,16.92,66.4,71.71,-5.31
"2023","NO",1,"00-0033357","Taysom Hill","QB",0,1,3,0,14,0,0,0,0.37,0,0,4,0,5.21,17.89,0,0,0,0,0.37,0.02,0,0,0,0,0,0,0,0,0,0.03,0,0,0,3.13,1.94,0,0,0.4,4,23.1,0,0.39,0,1.11,0.4,5.07,0,-0.37,0,-5.21,-13.89,0,-0.37,-0.02,0,-0.45,-0.66,0,-3.13,-1.54,-19.1,-0.39,-4.67,33,33,27,378,378,23,23,19.58,19.57,305,305,69,244.34,244.34,110.81,1,1,0,2.53,2.53,0.24,0,0,0,12,12,2,1,1,0.9,0.9,0,0,18.07,59.18,12.53,14.2,59.5,6.9,3.42,3.43,60.66,60.66,-41.81,-1.53,-1.53,-0.24,0.529999999999999,0.53,-3.45,0.1,0.1,-3.87,0.319999999999998,-5.63,374,355.15,18.85,1,2.77,-1.77,14,16.92,66.4,71.71,-5.31
"2023","TEN",1,"00-0032764","Derrick Henry","RB",0,3,15,0,-17,0,2,0,2.57,0,56,63,0,16.4,63.24,0,0,0,0,0.05,0.12,0,0,0,0,1,4,0,0,0,0.02,0,0,0,4.53,7.04,0,7.6,6.3,119,79.64,0,0.17,5,3.29,13.9,11.57,0,-0.57,0,39.6,-0.240000000000002,0,-0.05,-0.12,0,0.38,1.33,0,3.07,-0.74,39.36,-0.17,2.33,34,34,22,310,310,16,16,21.47,21.48,198,198,104,251.01,251.01,107.04,0,0,0,1.14,1.15,0.18,0,0,0,8,8,5,3,3,0.7,0.71,0,0,13.19,53.39,11.72,1.92,35.8,10.4,-5.47,-5.48,-53.01,-53.01,-3.04,-1.14,-1.15,-0.18,-2.99,-2.99,0.83,2.3,2.29,-11.27,-17.59,-1.32,302,358.05,-56.05,0,1.33,-1.33,13,15.16,46.2,65.11,-18.91
"2023","TEN",1,NA,NA,NA,0,1,0,0,13,0,0,0,0.21,0,0,0,0,2.64,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,1.7,0,0,0,0,0,2.64,0,0.21,0,0.16,0,1.7,0,-0.21,0,-2.64,0,0,-0.21,0,0,-0.16,0,0,-1.7,0,-2.64,-0.21,-1.7,34,34,22,310,310,16,16,21.47,21.48,198,198,104,251.01,251.01,107.04,0,0,0,1.14,1.15,0.18,0,0,0,8,8,5,3,3,0.7,0.71,0,0,13.19,53.39,11.72,1.92,35.8,10.4,-5.47,-5.48,-53.01,-53.01,-3.04,-1.14,-1.15,-0.18,-2.99,-2.99,0.83,2.3,2.29,-11.27,-17.59,-1.32,302,358.05,-56.05,0,1.33,-1.33,13,15.16,46.2,65.11,-18.91
"2023","TEN",1,"00-0032398","Chris Moore","WR",0,1,0,0,46,0,0,0,0.32,0,0,0,0,15.19,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0,1,0,0.05,0,0,0,3.13,0,0,0,0,0,15.19,0,0.22,0,0.26,0,3.13,0,-0.32,0,-15.19,0,0,-0.22,0,0,-0.26,0,0,-3.13,0,-15.19,-0.22,-3.13,34,34,22,310,310,16,16,21.47,21.48,198,198,104,251.01,251.01,107.04,0,0,0,1.14,1.15,0.18,0,0,0,8,8,5,3,3,0.7,0.71,0,0,13.19,53.39,11.72,1.92,35.8,10.4,-5.47,-5.48,-53.01,-53.01,-3.04,-1.14,-1.15,-0.18,-2.99,-2.99,0.83,2.3,2.29,-11.27,-17.59,-1.32,302,358.05,-56.05,0,1.33,-1.33,13,15.16,46.2,65.11,-18.91
"2023","TEN",1,"00-0037742","Treylon Burks","WR",0,3,1,0,24,0,2,0,2.25,0,18,9,0,28.57,5.42,0,0,0,0,0.01,0.03,0,0,0,0,1,0,0,0,0,0.05,0,0,0,5.16,0.7,0,3.8,0.9,27,33.99,0,0.04,1,1.79,4.7,5.86,0,-0.25,0,-10.57,3.58,0,-0.01,-0.03,0,-0.56,-0.23,0,-1.36,0.2,-6.99,-0.04,-1.16,34,34,22,310,310,16,16,21.47,21.48,198,198,104,251.01,251.01,107.04,0,0,0,1.14,1.15,0.18,0,0,0,8,8,5,3,3,0.7,0.71,0,0,13.19,53.39,11.72,1.92,35.8,10.4,-5.47,-5.48,-53.01,-53.01,-3.04,-1.14,-1.15,-0.18,-2.99,-2.99,0.83,2.3,2.29,-11.27,-17.59,-1.32,302,358.05,-56.05,0,1.33,-1.33,13,15.16,46.2,65.11,-18.91
"2023","NO",1,"00-0034317","Keith Kirkwood","WR",0,1,0,0,19,0,0,0,0.37,0,0,0,0,7.06,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,3.3,0,0,0,0,0,7.06,0,0.37,0,0.39,0,3.3,0,-0.37,0,-7.06,0,0,-0.37,0,0,-0.39,0,0,-3.3,0,-7.06,-0.37,-3.3,33,33,27,378,378,23,23,19.58,19.57,305,305,69,244.34,244.34,110.81,1,1,0,2.53,2.53,0.24,0,0,0,12,12,2,1,1,0.9,0.9,0,0,18.07,59.18,12.53,14.2,59.5,6.9,3.42,3.43,60.66,60.66,-41.81,-1.53,-1.53,-0.24,0.529999999999999,0.53,-3.45,0.1,0.1,-3.87,0.319999999999998,-5.63,374,355.15,18.85,1,2.77,-1.77,14,16.92,66.4,71.71,-5.31
"2023","BAL",2,"00-0034796","Lamar Jackson","QB",33,0,12,300,0,24,0,22.65,0,237,0,54,257.18,0,66.28,2,0,0,2.38,0,0.18,0,0,0,12,0,3,0,0,0.61,0,0,0,18.57,0,7.72,17.48,0,5.4,291,323.46,2,2.56,15,15.26,22.88,26.29,1.35,0,-20.18,0,-12.28,-0.38,0,-0.18,0.0299999999999994,0,-0.29,-1.09,0,-2.32,-32.46,-0.56,-3.41,33,33,37,300,300,24,24,22.65,22.64,237,237,178,257.18,257.17,172.54,2,2,1,2.38,2.38,1.76,0,0,0,12,12,11,0,0,0.61,0.61,0,0,18.57,62.61,27.91,17.48,59.7,23.8,1.35,1.36,-20.18,-20.17,5.46,-0.38,-0.38,-0.76,0.0299999999999994,0.03,-5.55111512312578e-17,-0.61,-0.61,-1.09,-2.91,-4.11,415,429.71,-14.71,3,4.14,-1.14,23,22.97,83.5,90.52,-7.02
"2023","BAL",2,"00-0037838","Isaiah Likely","TE",0,1,0,0,4,0,1,0,0.79,0,8,0,0,5.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,1.39,0,0,1.8,0,8,5.95,0,0,0,0.14,1.8,1.39,0,0.21,0,2.05,0,0,0,0,0,-0.14,0,0,0.41,0,2.05,0,0.41,33,33,37,300,300,24,24,22.65,22.64,237,237,178,257.18,257.17,172.54,2,2,1,2.38,2.38,1.76,0,0,0,12,12,11,0,0,0.61,0.61,0,0,18.57,62.61,27.91,17.48,59.7,23.8,1.35,1.36,-20.18,-20.17,5.46,-0.38,-0.38,-0.76,0.0299999999999994,0.03,-5.55111512312578e-17,-0.61,-0.61,-1.09,-2.91,-4.11,415,429.71,-14.71,3,4.14,-1.14,23,22.97,83.5,90.52,-7.02
"2023","BAL",2,"00-0031235","Odell Beckham","WR",0,4,0,0,39,0,3,0,2.55,0,29,0,0,30.83,0,0,0,0,0,0.35,0,0,0,0,0,2,0,0,0,0,0.09,0,0,0,7.76,0,0,5.9,0,29,30.83,0,0.35,2,1.83,5.9,7.76,0,0.45,0,-1.83,0,0,-0.35,0,0,0.17,0,0,-1.86,0,-1.83,-0.35,-1.86,33,33,37,300,300,24,24,22.65,22.64,237,237,178,257.18,257.17,172.54,2,2,1,2.38,2.38,1.76,0,0,0,12,12,11,0,0,0.61,0.61,0,0,18.57,62.61,27.91,17.48,59.7,23.8,1.35,1.36,-20.18,-20.17,5.46,-0.38,-0.38,-0.76,0.0299999999999994,0.03,-5.55111512312578e-17,-0.61,-0.61,-1.09,-2.91,-4.11,415,429.71,-14.71,3,4.14,-1.14,23,22.97,83.5,90.52,-7.02
"2023","BAL",2,"00-0034753","Mark Andrews","TE",0,8,0,0,42,0,5,0,6.12,0,45,0,0,61.41,0,0,1,0,0,0.57,0,0,0,0,0,3,0,0,0,0,0.11,0,0,0,15.67,0,0,15.5,0,45,61.41,1,0.57,3,2.78,15.5,15.67,0,-1.12,0,-16.41,0,0,0.43,0,0,0.22,0,0,-0.17,0,-16.41,0.43,-0.17,33,33,37,300,300,24,24,22.65,22.64,237,237,178,257.18,257.17,172.54,2,2,1,2.38,2.38,1.76,0,0,0,12,12,11,0,0,0.61,0.61,0,0,18.57,62.61,27.91,17.48,59.7,23.8,1.35,1.36,-20.18,-20.17,5.46,-0.38,-0.38,-0.76,0.0299999999999994,0.03,-5.55111512312578e-17,-0.61,-0.61,-1.09,-2.91,-4.11,415,429.71,-14.71,3,4.14,-1.14,23,22.97,83.5,90.52,-7.02
"2023","CIN",2,"00-0036442","Joe Burrow","QB",41,0,1,221,0,27,0,27.17,0,222,0,5,245.91,0,7.25,2,0,0,4.09,0,0,0,0,0,13,0,0,1,0,0.9,0,0,0,24.39,0,0.74,14.88,0,0.5,227,253.16,2,4.09,13,16.44,15.38,25.13,-0.170000000000002,0,-23.91,0,-2.25,-2.09,0,0,-3.11,0,-0.33,-9.51,0,-0.24,-26.16,-2.09,-9.75,41,41,15,221,221,27,27,27.17,27.16,222,222,66,245.91,245.9,64.17,2,2,0,4.09,4.09,0.42,0,0,0,13,13,4,1,1,0.9,0.89,0,0,24.39,76.26,8.96,14.88,61.2,6.6,-0.170000000000002,-0.16,-23.91,-23.9,1.83,-2.09,-2.09,-0.42,-3.11,-3.11,0.33,0.1,0.11,-9.51,-15.06,-2.36,288,310.07,-22.07,2,4.51,-2.51,17,19.78,67.8,85.22,-17.42
"2023","CIN",2,"00-0033009","Tyler Boyd","WR",0,8,0,0,27,0,6,0,5.88,0,52,0,0,49.03,0,0,0,0,0,0.51,0,0,0,0,0,3,0,0,0,0,0.14,0,0,0,13.82,0,0,11.2,0,52,49.03,0,0.51,3,3.26,11.2,13.82,0,0.12,0,2.97,0,0,-0.51,0,0,-0.26,0,0,-2.62,0,2.97,-0.51,-2.62,41,41,15,221,221,27,27,27.17,27.16,222,222,66,245.91,245.9,64.17,2,2,0,4.09,4.09,0.42,0,0,0,13,13,4,1,1,0.9,0.89,0,0,24.39,76.26,8.96,14.88,61.2,6.6,-0.170000000000002,-0.16,-23.91,-23.9,1.83,-2.09,-2.09,-0.42,-3.11,-3.11,0.33,0.1,0.11,-9.51,-15.06,-2.36,288,310.07,-22.07,2,4.51,-2.51,17,19.78,67.8,85.22,-17.42
"2023","CIN",2,"00-0034970","Irv Smith","TE",0,4,0,0,40,0,2,0,2.37,0,10,0,0,26.4,0,0,0,0,0,0.51,0,0,0,0,0,1,0,0,0,0,0.09,0,0,0,8.06,0,0,3,0,10,26.4,0,0.51,1,1.83,3,8.06,0,-0.37,0,-16.4,0,0,-0.51,0,0,-0.83,0,0,-5.06,0,-16.4,-0.51,-5.06,41,41,15,221,221,27,27,27.17,27.16,222,222,66,245.91,245.9,64.17,2,2,0,4.09,4.09,0.42,0,0,0,13,13,4,1,1,0.9,0.89,0,0,24.39,76.26,8.96,14.88,61.2,6.6,-0.170000000000002,-0.16,-23.91,-23.9,1.83,-2.09,-2.09,-0.42,-3.11,-3.11,0.33,0.1,0.11,-9.51,-15.06,-2.36,288,310.07,-22.07,2,4.51,-2.51,17,19.78,67.8,85.22,-17.42
