"season","posteam","week","full_name","position","pass_attempt","rec_attempt","rush_attempt","pass_air_yards","rec_air_yards","pass_completions","receptions","pass_completions_exp","receptions_exp","pass_yards_gained","rec_yards_gained","rush_yards_gained","pass_yards_gained_exp","rec_yards_gained_exp","rush_yards_gained_exp","pass_touchdown","rec_touchdown","rush_touchdown","pass_touchdown_exp","rec_touchdown_exp","rush_touchdown_exp","pass_two_point_conv","rec_two_point_conv","rush_two_point_conv","pass_first_down","rec_first_down","rush_first_down","pass_interception","rec_interception","pass_interception_exp","rec_interception_exp","rec_fumble_lost","rush_fumble_lost","pass_fantasy_points_exp","rec_fantasy_points_exp","rush_fantasy_points_exp","pass_fantasy_points","rec_fantasy_points","rush_fantasy_points","total_yards_gained","total_yards_gained_exp","total_touchdown","total_touchdown_exp","total_first_down","total_first_down_exp","total_fantasy_points","total_fantasy_points_exp","pass_completions_diff","receptions_diff","pass_yards_gained_diff","rec_yards_gained_diff","rush_yards_gained_diff","pass_touchdown_diff","rec_touchdown_diff","rush_touchdown_diff","pass_first_down_diff","rec_first_down_diff","rush_first_down_diff","pass_fantasy_points_diff","rec_fantasy_points_diff","rush_fantasy_points_diff","total_yards_gained_diff","total_touchdown_diff","total_fantasy_points_diff","pass_attempt_team","rec_attempt_team","rush_attempt_team","pass_air_yards_team","rec_air_yards_team","pass_completions_team","receptions_team","pass_completions_exp_team","receptions_exp_team","pass_yards_gained_team","rec_yards_gained_team","rush_yards_gained_team","pass_yards_gained_exp_team","rec_yards_gained_exp_team","rush_yards_gained_exp_team","pass_touchdown_team","rec_touchdown_team","rush_touchdown_team","pass_touchdown_exp_team","rec_touchdown_exp_team","rush_touchdown_exp_team","pass_two_point_conv_team","rec_two_point_conv_team","rush_two_point_conv_team","pass_first_down_team","rec_first_down_team","rush_first_down_team","pass_interception_team","rec_interception_team","pass_interception_exp_team","rec_interception_exp_team","rec_fumble_lost_team","rush_fumble_lost_team","pass_fantasy_points_exp_team","rec_fantasy_points_exp_team","rush_fantasy_points_exp_team","pass_fantasy_points_team","rec_fantasy_points_team","rush_fantasy_points_team","pass_completions_diff_team","receptions_diff_team","pass_yards_gained_diff_team","rec_yards_gained_diff_team","rush_yards_gained_diff_team","pass_touchdown_diff_team","rec_touchdown_diff_team","rush_touchdown_diff_team","pass_first_down_diff_team","rec_first_down_diff_team","rush_first_down_diff_team","pass_interception_diff_team","rec_interception_diff_team","pass_fantasy_points_diff_team","rec_fantasy_points_diff_team","rush_fantasy_points_diff_team","total_yards_gained_team","total_yards_gained_exp_team","total_yards_gained_diff_team","total_touchdown_team","total_touchdown_exp_team","total_touchdown_diff_team","total_first_down_team","total_first_down_exp_team","total_fantasy_points_team","total_fantasy_points_exp_team","total_fantasy_points_diff_team","target_share","rush_share"
"2019","ATL",11,NA,NA,0,1,0,0,4,0,0,0,0.52,0,0,0,0,4.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,2.16,0,0,0,0,0,4.04,0,0,0,0.14,0,2.16,0,-0.52,0,-4.04,0,0,0,0,0,-0.14,0,0,-2.16,0,-4.04,0,-2.16,32,32,26,292,292,22,22,20.3,20.29,314,314,54,232.75,232.75,89.11,1,1,1,2.43,2.43,0.83,0,0,0,15,15,4,0,0,0.69,0.7,0,0,18.89,59.41,13.81,16.56,59.4,11.4,1.7,1.71,81.25,81.25,-35.11,-1.43,-1.43,0.17,4.55,4.57,-1.21,-0.69,-0.7,-2.33,-0.00999999999999868,-2.41,368,321.86,46.14,2,3.26,-1.26,19,15.64,70.8,73.22,-2.42,0.03125,0
"2019","ATL",11,"Russell Gage","WR",0,4,0,0,22,0,2,0,2.66,0,32,0,0,22.32,0,0,0,0,0,0.5,0,0,0,0,0,2,0,0,0,0,0.06,0,0,0,7.91,0,0,5.2,0,32,22.32,0,0.5,2,1.06,5.2,7.91,0,-0.66,0,9.68,0,0,-0.5,0,0,0.94,0,0,-2.71,0,9.68,-0.5,-2.71,32,32,26,292,292,22,22,20.3,20.29,314,314,54,232.75,232.75,89.11,1,1,1,2.43,2.43,0.83,0,0,0,15,15,4,0,0,0.69,0.7,0,0,18.89,59.41,13.81,16.56,59.4,11.4,1.7,1.71,81.25,81.25,-35.11,-1.43,-1.43,0.17,4.55,4.57,-1.21,-0.69,-0.7,-2.33,-0.00999999999999868,-2.41,368,321.86,46.14,2,3.26,-1.26,19,15.64,70.8,73.22,-2.42,0.125,0
"2019","ATL",11,"Calvin Ridley","WR",0,8,0,0,124,0,8,0,4.26,0,143,0,0,72.25,0,0,1,0,0,0.66,0,0,0,0,0,6,0,0,0,0,0.18,0,0,0,15.44,0,0,28.3,0,143,72.25,1,0.66,6,2.98,28.3,15.44,0,3.74,0,70.75,0,0,0.34,0,0,3.02,0,0,12.86,0,70.75,0.34,12.86,32,32,26,292,292,22,22,20.3,20.29,314,314,54,232.75,232.75,89.11,1,1,1,2.43,2.43,0.83,0,0,0,15,15,4,0,0,0.69,0.7,0,0,18.89,59.41,13.81,16.56,59.4,11.4,1.7,1.71,81.25,81.25,-35.11,-1.43,-1.43,0.17,4.55,4.57,-1.21,-0.69,-0.7,-2.33,-0.00999999999999868,-2.41,368,321.86,46.14,2,3.26,-1.26,19,15.64,70.8,73.22,-2.42,0.25,0
"2019","ATL",11,"Kenjon Barner","RB",1,0,2,-4,0,1,0,0.88,0,3,0,15,4.65,0,8.81,0,0,0,0.02,0,0.02,0,0,0,0,0,0,0,0,0.01,0,0,0,0.26,0,1.01,0.12,0,1.5,18,13.46,0,0.04,0,0.34,1.62,1.27,0.12,0,-1.65,0,6.19,-0.02,0,-0.02,-0.18,0,-0.16,-0.14,0,0.49,4.54,-0.04,0.35,32,32,26,292,292,22,22,20.3,20.29,314,314,54,232.75,232.75,89.11,1,1,1,2.43,2.43,0.83,0,0,0,15,15,4,0,0,0.69,0.7,0,0,18.89,59.41,13.81,16.56,59.4,11.4,1.7,1.71,81.25,81.25,-35.11,-1.43,-1.43,0.17,4.55,4.57,-1.21,-0.69,-0.7,-2.33,-0.00999999999999868,-2.41,368,321.86,46.14,2,3.26,-1.26,19,15.64,70.8,73.22,-2.42,0,0.0769230769230769
"2019","ATL",11,"Christian Blake","WR",0,1,0,0,-4,0,1,0,0.88,0,3,0,0,4.65,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,1.48,0,0,1.3,0,3,4.65,0,0.02,0,0.18,1.3,1.48,0,0.12,0,-1.65,0,0,-0.02,0,0,-0.18,0,0,-0.18,0,-1.65,-0.02,-0.18,32,32,26,292,292,22,22,20.3,20.29,314,314,54,232.75,232.75,89.11,1,1,1,2.43,2.43,0.83,0,0,0,15,15,4,0,0,0.69,0.7,0,0,18.89,59.41,13.81,16.56,59.4,11.4,1.7,1.71,81.25,81.25,-35.11,-1.43,-1.43,0.17,4.55,4.57,-1.21,-0.69,-0.7,-2.33,-0.00999999999999868,-2.41,368,321.86,46.14,2,3.26,-1.26,19,15.64,70.8,73.22,-2.42,0.03125,0
"2019","ATL",11,"Julio Jones","WR",0,8,1,0,121,0,6,0,4.41,0,91,-4,0,65.13,6.39,0,0,0,0,0.91,0.03,0,0,0,0,4,0,0,0,0,0.31,0,0,0,16.36,0.79,0,15.1,-0.4,87,71.52,0,0.94,4,3.79,14.7,17.15,0,1.59,0,25.87,-10.39,0,-0.91,-0.03,0,0.53,-0.32,0,-1.26,-1.19,15.48,-0.94,-2.45,32,32,26,292,292,22,22,20.3,20.29,314,314,54,232.75,232.75,89.11,1,1,1,2.43,2.43,0.83,0,0,0,15,15,4,0,0,0.69,0.7,0,0,18.89,59.41,13.81,16.56,59.4,11.4,1.7,1.71,81.25,81.25,-35.11,-1.43,-1.43,0.17,4.55,4.57,-1.21,-0.69,-0.7,-2.33,-0.00999999999999868,-2.41,368,321.86,46.14,2,3.26,-1.26,19,15.64,70.8,73.22,-2.42,0.25,0.0384615384615385
"2019","CAR",11,"Kyle Allen","QB",50,0,1,351,0,31,0,32.53,0,325,0,7,336.77,0,9.61,0,0,0,1.65,0,0,0,0,0,15,0,0,4,0,1.16,0,0,0,17.74,0,0.98,5,0,0.7,332,346.38,0,1.65,15,18.15,5.7,18.72,-1.53,0,-11.77,0,-2.61,-1.65,0,0,-2.78,0,-0.37,-12.74,0,-0.28,-14.38,-1.65,-13.02,50,50,15,351,351,31,31,32.53,32.53,325,325,77,336.77,336.77,74.29,0,0,0,1.65,1.64,0.08,0,0,0,15,15,2,4,4,1.16,1.16,0,0,17.74,76.09,7.94,5,63.5,7.7,-1.53,-1.53,-11.77,-11.77,2.70999999999999,-1.65,-1.64,-0.08,-2.78,-2.77,-0.84,2.84,2.84,-12.74,-12.59,-0.24,402,411.06,-9.06,0,1.72,-1.72,17,20.61,71.2,84.03,-12.83,0,0.0666666666666667
"2019","CAR",11,"Christian McCaffrey","RB",0,15,14,0,47,0,11,0,10.72,0,121,70,0,93.21,64.68,0,0,0,0,0.25,0.08,0,0,0,0,5,2,0,1,0,0.24,0,0,0,21.52,6.96,0,23.1,7,191,157.89,0,0.33,7,6.34,30.1,28.48,0,0.279999999999999,0,27.79,5.31999999999999,0,-0.25,-0.08,0,1.13,-0.47,0,1.58,0.04,33.11,-0.33,1.62,50,50,15,351,351,31,31,32.53,32.53,325,325,77,336.77,336.77,74.29,0,0,0,1.65,1.64,0.08,0,0,0,15,15,2,4,4,1.16,1.16,0,0,17.74,76.09,7.94,5,63.5,7.7,-1.53,-1.53,-11.77,-11.77,2.70999999999999,-1.65,-1.64,-0.08,-2.78,-2.77,-0.84,2.84,2.84,-12.74,-12.59,-0.24,402,411.06,-9.06,0,1.72,-1.72,17,20.61,71.2,84.03,-12.83,0.3,0.933333333333333
"2019","CAR",11,"D.J. Moore","WR",0,15,0,0,156,0,8,0,9.01,0,95,0,0,111.88,0,0,0,0,0,0.87,0,0,0,0,0,4,0,0,3,0,0.42,0,0,0,25.41,0,0,17.5,0,95,111.88,0,0.87,4,6.01,17.5,25.41,0,-1.01,0,-16.88,0,0,-0.87,0,0,-2.01,0,0,-7.91,0,-16.88,-0.87,-7.91,50,50,15,351,351,31,31,32.53,32.53,325,325,77,336.77,336.77,74.29,0,0,0,1.65,1.64,0.08,0,0,0,15,15,2,4,4,1.16,1.16,0,0,17.74,76.09,7.94,5,63.5,7.7,-1.53,-1.53,-11.77,-11.77,2.70999999999999,-1.65,-1.64,-0.08,-2.78,-2.77,-0.84,2.84,2.84,-12.74,-12.59,-0.24,402,411.06,-9.06,0,1.72,-1.72,17,20.61,71.2,84.03,-12.83,0.3,0
"2019","ATL",11,"Brian Hill","RB",0,3,15,0,1,0,1,0,2.07,0,8,30,0,14.56,59.52,0,0,0,0,0.12,0.31,0,0,0,0,0,1,0,0,0,0.03,0,0,0,4.26,7.79,0,1.8,3,38,74.08,0,0.43,1,3.03,4.8,12.05,0,-1.07,0,-6.56,-29.52,0,-0.12,-0.31,0,-0.45,-1.58,0,-2.46,-4.79,-36.08,-0.43,-7.25,32,32,26,292,292,22,22,20.3,20.29,314,314,54,232.75,232.75,89.11,1,1,1,2.43,2.43,0.83,0,0,0,15,15,4,0,0,0.69,0.7,0,0,18.89,59.41,13.81,16.56,59.4,11.4,1.7,1.71,81.25,81.25,-35.11,-1.43,-1.43,0.17,4.55,4.57,-1.21,-0.69,-0.7,-2.33,-0.00999999999999868,-2.41,368,321.86,46.14,2,3.26,-1.26,19,15.64,70.8,73.22,-2.42,0.09375,0.576923076923077
"2019","ATL",11,"Justin Hardy","WR",0,4,0,0,14,0,2,0,3.14,0,14,0,0,27.51,0,0,0,0,0,0.15,0,0,0,0,0,1,0,0,0,0,0.05,0,0,0,6.8,0,0,3.4,0,14,27.51,0,0.15,1,1.37,3.4,6.8,0,-1.14,0,-13.51,0,0,-0.15,0,0,-0.37,0,0,-3.4,0,-13.51,-0.15,-3.4,32,32,26,292,292,22,22,20.3,20.29,314,314,54,232.75,232.75,89.11,1,1,1,2.43,2.43,0.83,0,0,0,15,15,4,0,0,0.69,0.7,0,0,18.89,59.41,13.81,16.56,59.4,11.4,1.7,1.71,81.25,81.25,-35.11,-1.43,-1.43,0.17,4.55,4.57,-1.21,-0.69,-0.7,-2.33,-0.00999999999999868,-2.41,368,321.86,46.14,2,3.26,-1.26,19,15.64,70.8,73.22,-2.42,0.125,0
"2019","CAR",11,"Curtis Samuel","WR",0,6,0,0,57,0,4,0,3.53,0,25,0,0,40.44,0,0,0,0,0,0.42,0,0,0,0,0,2,0,0,0,0,0.18,0,0,0,10.12,0,0,6.5,0,25,40.44,0,0.42,2,2.59,6.5,10.12,0,0.47,0,-15.44,0,0,-0.42,0,0,-0.59,0,0,-3.62,0,-15.44,-0.42,-3.62,50,50,15,351,351,31,31,32.53,32.53,325,325,77,336.77,336.77,74.29,0,0,0,1.65,1.64,0.08,0,0,0,15,15,2,4,4,1.16,1.16,0,0,17.74,76.09,7.94,5,63.5,7.7,-1.53,-1.53,-11.77,-11.77,2.70999999999999,-1.65,-1.64,-0.08,-2.78,-2.77,-0.84,2.84,2.84,-12.74,-12.59,-0.24,402,411.06,-9.06,0,1.72,-1.72,17,20.61,71.2,84.03,-12.83,0.12,0
"2019","CAR",11,"Reggie Bonnafon","RB",0,3,0,0,24,0,2,0,2.01,0,8,0,0,22.78,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,4.37,0,0,2.8,0,8,22.78,0,0.01,0,0.71,2.8,4.37,0,-0.00999999999999979,0,-14.78,0,0,-0.01,0,0,-0.71,0,0,-1.57,0,-14.78,-0.01,-1.57,50,50,15,351,351,31,31,32.53,32.53,325,325,77,336.77,336.77,74.29,0,0,0,1.65,1.64,0.08,0,0,0,15,15,2,4,4,1.16,1.16,0,0,17.74,76.09,7.94,5,63.5,7.7,-1.53,-1.53,-11.77,-11.77,2.70999999999999,-1.65,-1.64,-0.08,-2.78,-2.77,-0.84,2.84,2.84,-12.74,-12.59,-0.24,402,411.06,-9.06,0,1.72,-1.72,17,20.61,71.2,84.03,-12.83,0.06,0
"2019","CAR",11,NA,NA,0,3,0,0,0,0,0,0,2.05,0,0,0,0,12.68,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,3.48,0,0,0,0,0,12.68,0,0.03,0,0.78,0,3.48,0,-2.05,0,-12.68,0,0,-0.03,0,0,-0.78,0,0,-3.48,0,-12.68,-0.03,-3.48,50,50,15,351,351,31,31,32.53,32.53,325,325,77,336.77,336.77,74.29,0,0,0,1.65,1.64,0.08,0,0,0,15,15,2,4,4,1.16,1.16,0,0,17.74,76.09,7.94,5,63.5,7.7,-1.53,-1.53,-11.77,-11.77,2.70999999999999,-1.65,-1.64,-0.08,-2.78,-2.77,-0.84,2.84,2.84,-12.74,-12.59,-0.24,402,411.06,-9.06,0,1.72,-1.72,17,20.61,71.2,84.03,-12.83,0.06,0
"2019","CAR",11,"Greg Olsen","TE",0,5,0,0,42,0,5,0,3.37,0,57,0,0,38.1,0,0,0,0,0,0.05,0,0,0,0,0,3,0,0,0,0,0.12,0,0,0,7.5,0,0,10.7,0,57,38.1,0,0.05,3,2.25,10.7,7.5,0,1.63,0,18.9,0,0,-0.05,0,0,0.75,0,0,3.2,0,18.9,-0.05,3.2,50,50,15,351,351,31,31,32.53,32.53,325,325,77,336.77,336.77,74.29,0,0,0,1.65,1.64,0.08,0,0,0,15,15,2,4,4,1.16,1.16,0,0,17.74,76.09,7.94,5,63.5,7.7,-1.53,-1.53,-11.77,-11.77,2.70999999999999,-1.65,-1.64,-0.08,-2.78,-2.77,-0.84,2.84,2.84,-12.74,-12.59,-0.24,402,411.06,-9.06,0,1.72,-1.72,17,20.61,71.2,84.03,-12.83,0.1,0
"2019","ATL",11,"Qadree Ollison","RB",0,1,4,0,-1,0,0,0,0.86,0,0,11,0,7.03,11.61,0,0,1,0,0.01,0.44,0,0,0,0,0,1,0,0,0,0.01,0,0,0,1.6,3.77,0,0,7.1,11,18.64,1,0.45,1,0.65,7.1,5.37,0,-0.86,0,-7.03,-0.609999999999999,0,-0.01,0.56,0,-0.08,0.43,0,-1.6,3.33,-7.64,0.55,1.73,32,32,26,292,292,22,22,20.3,20.29,314,314,54,232.75,232.75,89.11,1,1,1,2.43,2.43,0.83,0,0,0,15,15,4,0,0,0.69,0.7,0,0,18.89,59.41,13.81,16.56,59.4,11.4,1.7,1.71,81.25,81.25,-35.11,-1.43,-1.43,0.17,4.55,4.57,-1.21,-0.69,-0.7,-2.33,-0.00999999999999868,-2.41,368,321.86,46.14,2,3.26,-1.26,19,15.64,70.8,73.22,-2.42,0.03125,0.153846153846154
"2019","CAR",11,"Jarius Wright","WR",0,2,0,0,21,0,1,0,1.06,0,19,0,0,11.44,0,0,0,0,0,0.01,0,0,0,0,0,1,0,0,0,0,0.1,0,0,0,2.28,0,0,2.9,0,19,11.44,0,0.01,1,0.8,2.9,2.28,0,-0.0600000000000001,0,7.56,0,0,-0.01,0,0,0.2,0,0,0.62,0,7.56,-0.01,0.62,50,50,15,351,351,31,31,32.53,32.53,325,325,77,336.77,336.77,74.29,0,0,0,1.65,1.64,0.08,0,0,0,15,15,2,4,4,1.16,1.16,0,0,17.74,76.09,7.94,5,63.5,7.7,-1.53,-1.53,-11.77,-11.77,2.70999999999999,-1.65,-1.64,-0.08,-2.78,-2.77,-0.84,2.84,2.84,-12.74,-12.59,-0.24,402,411.06,-9.06,0,1.72,-1.72,17,20.61,71.2,84.03,-12.83,0.04,0
"2019","ATL",11,"Jaeden Graham","TE",0,2,0,0,11,0,2,0,1.49,0,23,0,0,15.26,0,0,0,0,0,0.06,0,0,0,0,0,2,0,0,0,0,0.03,0,0,0,3.4,0,0,4.3,0,23,15.26,0,0.06,2,0.7,4.3,3.4,0,0.51,0,7.74,0,0,-0.06,0,0,1.3,0,0,0.9,0,7.74,-0.06,0.9,32,32,26,292,292,22,22,20.3,20.29,314,314,54,232.75,232.75,89.11,1,1,1,2.43,2.43,0.83,0,0,0,15,15,4,0,0,0.69,0.7,0,0,18.89,59.41,13.81,16.56,59.4,11.4,1.7,1.71,81.25,81.25,-35.11,-1.43,-1.43,0.17,4.55,4.57,-1.21,-0.69,-0.7,-2.33,-0.00999999999999868,-2.41,368,321.86,46.14,2,3.26,-1.26,19,15.64,70.8,73.22,-2.42,0.0625,0
"2019","CAR",11,"Ian Thomas","TE",0,1,0,0,4,0,0,0,0.78,0,0,0,0,6.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,1.41,0,0,0,0,0,6.24,0,0,0,0.76,0,1.41,0,-0.78,0,-6.24,0,0,0,0,0,-0.76,0,0,-1.41,0,-6.24,0,-1.41,50,50,15,351,351,31,31,32.53,32.53,325,325,77,336.77,336.77,74.29,0,0,0,1.65,1.64,0.08,0,0,0,15,15,2,4,4,1.16,1.16,0,0,17.74,76.09,7.94,5,63.5,7.7,-1.53,-1.53,-11.77,-11.77,2.70999999999999,-1.65,-1.64,-0.08,-2.78,-2.77,-0.84,2.84,2.84,-12.74,-12.59,-0.24,402,411.06,-9.06,0,1.72,-1.72,17,20.61,71.2,84.03,-12.83,0.02,0
"2019","BUF",11,"Josh Allen","QB",33,0,7,278,0,21,0,21.55,0,256,0,56,259.53,0,28.64,3,0,1,1.38,0,0.35,0,0,0,12,0,4,0,0,0.72,0,0,0,14.47,0,4.98,22.24,0,11.6,312,288.17,4,1.73,16,16.72,33.84,19.45,-0.550000000000001,0,-3.52999999999997,0,27.36,1.62,0,0.65,-1.66,0,0.94,7.77,0,6.62,23.83,2.27,14.39,33,33,34,278,278,21,21,21.55,21.55,256,256,168,259.53,259.53,144.16,3,3,1,1.38,1.39,0.8,0,0,0,12,12,9,0,0,0.72,0.71,0,0,14.47,55.8,19.29,22.24,64.6,22.8,-0.550000000000001,-0.55,-3.52999999999997,-3.53,23.84,1.62,1.61,0.2,-1.66,-1.67,1.43,-0.72,-0.71,7.77,8.8,3.51,424,403.69,20.31,4,2.19,1.81,21,21.24,87.4,75.09,12.31,0,0.205882352941176
"2019","BUF",11,"Isaiah McKenzie","WR",0,6,1,0,35,0,3,0,4.39,0,21,10,0,45.9,5.57,0,0,0,0,0.05,0.03,0,0,0,0,1,1,0,0,0,0.09,0,0,0,9.28,0.76,0,5.1,1,31,51.47,0,0.08,2,2.62,6.1,10.04,0,-1.39,0,-24.9,4.43,0,-0.05,-0.03,0,-1.25,0.63,0,-4.18,0.24,-20.47,-0.08,-3.94,33,33,34,278,278,21,21,21.55,21.55,256,256,168,259.53,259.53,144.16,3,3,1,1.38,1.39,0.8,0,0,0,12,12,9,0,0,0.72,0.71,0,0,14.47,55.8,19.29,22.24,64.6,22.8,-0.550000000000001,-0.55,-3.52999999999997,-3.53,23.84,1.62,1.61,0.2,-1.66,-1.67,1.43,-0.72,-0.71,7.77,8.8,3.51,424,403.69,20.31,4,2.19,1.81,21,21.24,87.4,75.09,12.31,0.181818181818182,0.0294117647058824
"2019","BUF",11,"Dawson Knox","TE",0,3,0,0,10,0,2,0,2.26,0,32,0,0,18.83,0,0,1,0,0,0.04,0,0,0,0,0,2,0,0,0,0,0.04,0,0,0,4.36,0,0,11.2,0,32,18.83,1,0.04,2,1.1,11.2,4.36,0,-0.26,0,13.17,0,0,0.96,0,0,0.9,0,0,6.84,0,13.17,0.96,6.84,33,33,34,278,278,21,21,21.55,21.55,256,256,168,259.53,259.53,144.16,3,3,1,1.38,1.39,0.8,0,0,0,12,12,9,0,0,0.72,0.71,0,0,14.47,55.8,19.29,22.24,64.6,22.8,-0.550000000000001,-0.55,-3.52999999999997,-3.53,23.84,1.62,1.61,0.2,-1.66,-1.67,1.43,-0.72,-0.71,7.77,8.8,3.51,424,403.69,20.31,4,2.19,1.81,21,21.24,87.4,75.09,12.31,0.0909090909090909,0
"2019","BUF",11,"Cole Beasley","WR",0,4,0,0,33,0,4,0,2.86,0,38,0,0,35.53,0,0,0,0,0,0.03,0,0,0,0,0,1,0,0,0,0,0.07,0,0,0,6.58,0,0,7.8,0,38,35.53,0,0.03,1,1.57,7.8,6.58,0,1.14,0,2.47,0,0,-0.03,0,0,-0.57,0,0,1.22,0,2.47,-0.03,1.22,33,33,34,278,278,21,21,21.55,21.55,256,256,168,259.53,259.53,144.16,3,3,1,1.38,1.39,0.8,0,0,0,12,12,9,0,0,0.72,0.71,0,0,14.47,55.8,19.29,22.24,64.6,22.8,-0.550000000000001,-0.55,-3.52999999999997,-3.53,23.84,1.62,1.61,0.2,-1.66,-1.67,1.43,-0.72,-0.71,7.77,8.8,3.51,424,403.69,20.31,4,2.19,1.81,21,21.24,87.4,75.09,12.31,0.121212121212121,0
"2019","MIA",11,"Ryan Fitzpatrick","QB",45,0,1,317,0,32,0,28.75,0,323,0,0,292.28,0,1.56,0,0,0,0.71,0,0.18,0,0,0,13,0,0,0,0,1.52,0,0,0,12.47,0,1.25,12.92,0,0,323,293.84,0,0.89,13,14.34,12.92,13.72,3.25,0,30.72,0,-1.56,-0.71,0,-0.18,-0.630000000000001,0,-0.71,0.449999999999999,0,-1.25,29.16,-0.89,-0.800000000000001,45,45,13,317,317,32,32,28.75,28.74,323,323,23,292.28,292.28,51.34,0,0,2,0.71,0.7,0.82,0,0,0,13,13,3,0,0,1.52,1.52,1,0,12.47,63.21,10.14,12.92,62.3,14.3,3.25,3.26,30.72,30.72,-28.34,-0.71,-0.7,1.18,-0.630000000000001,-0.63,-0.45,-1.52,-1.52,0.449999999999999,-0.910000000000002,4.16,346,343.62,2.38,2,1.52,0.48,16,17.08,76.6,73.35,3.25,0,0.0769230769230769
"2019","MIA",11,"Kalen Ballage","RB",0,6,9,0,-11,0,5,0,4.53,0,8,9,0,25.63,35.53,0,0,1,0,0.08,0.36,0,0,0,0,0,2,0,0,0,0.06,0,0,0,7.57,5.73,0,5.8,6.9,17,61.16,1,0.44,2,2.79,12.7,13.3,0,0.47,0,-17.63,-26.53,0,-0.08,0.64,0,-0.72,-0.0699999999999998,0,-1.77,1.17,-44.16,0.56,-0.600000000000001,45,45,13,317,317,32,32,28.75,28.74,323,323,23,292.28,292.28,51.34,0,0,2,0.71,0.7,0.82,0,0,0,13,13,3,0,0,1.52,1.52,1,0,12.47,63.21,10.14,12.92,62.3,14.3,3.25,3.26,30.72,30.72,-28.34,-0.71,-0.7,1.18,-0.630000000000001,-0.63,-0.45,-1.52,-1.52,0.449999999999999,-0.910000000000002,4.16,346,343.62,2.38,2,1.52,0.48,16,17.08,76.6,73.35,3.25,0.133333333333333,0.692307692307692
"2019","BUF",11,"John Brown","WR",0,14,0,0,167,0,9,0,8.05,0,137,0,0,117.95,0,0,2,0,0,1.09,0,0,0,0,0,6,0,0,0,0,0.42,0,0,0,26.37,0,0,34.7,0,137,117.95,2,1.09,6,6.37,34.7,26.37,0,0.949999999999999,0,19.05,0,0,0.91,0,0,-0.37,0,0,8.33,0,19.05,0.91,8.33,33,33,34,278,278,21,21,21.55,21.55,256,256,168,259.53,259.53,144.16,3,3,1,1.38,1.39,0.8,0,0,0,12,12,9,0,0,0.72,0.71,0,0,14.47,55.8,19.29,22.24,64.6,22.8,-0.550000000000001,-0.55,-3.52999999999997,-3.53,23.84,1.62,1.61,0.2,-1.66,-1.67,1.43,-0.72,-0.71,7.77,8.8,3.51,424,403.69,20.31,4,2.19,1.81,21,21.24,87.4,75.09,12.31,0.424242424242424,0
"2019","MIA",11,"Allen Hurns","WR",0,6,0,0,83,0,4,0,3.28,0,53,0,0,47.99,0,0,0,0,0,0.15,0,0,0,0,0,1,0,0,0,0,0.33,1,0,0,9.99,0,0,7.3,0,53,47.99,0,0.15,1,2.22,7.3,9.99,0,0.72,0,5.01,0,0,-0.15,0,0,-1.22,0,0,-2.69,0,5.01,-0.15,-2.69,45,45,13,317,317,32,32,28.75,28.74,323,323,23,292.28,292.28,51.34,0,0,2,0.71,0.7,0.82,0,0,0,13,13,3,0,0,1.52,1.52,1,0,12.47,63.21,10.14,12.92,62.3,14.3,3.25,3.26,30.72,30.72,-28.34,-0.71,-0.7,1.18,-0.630000000000001,-0.63,-0.45,-1.52,-1.52,0.449999999999999,-0.910000000000002,4.16,346,343.62,2.38,2,1.52,0.48,16,17.08,76.6,73.35,3.25,0.133333333333333,0
"2019","MIA",11,"Albert Wilson","WR",0,6,0,0,47,0,3,0,4.02,0,26,0,0,46.77,0,0,0,0,0,0.03,0,0,0,0,0,2,0,0,0,0,0.16,0,0,0,8.9,0,0,5.6,0,26,46.77,0,0.03,2,3,5.6,8.9,0,-1.02,0,-20.77,0,0,-0.03,0,0,-1,0,0,-3.3,0,-20.77,-0.03,-3.3,45,45,13,317,317,32,32,28.75,28.74,323,323,23,292.28,292.28,51.34,0,0,2,0.71,0.7,0.82,0,0,0,13,13,3,0,0,1.52,1.52,1,0,12.47,63.21,10.14,12.92,62.3,14.3,3.25,3.26,30.72,30.72,-28.34,-0.71,-0.7,1.18,-0.630000000000001,-0.63,-0.45,-1.52,-1.52,0.449999999999999,-0.910000000000002,4.16,346,343.62,2.38,2,1.52,0.48,16,17.08,76.6,73.35,3.25,0.133333333333333,0
