"season","posteam","week","player_id","full_name","position","pass_attempt","rec_attempt","rush_attempt","pass_air_yards","rec_air_yards","pass_completions","receptions","pass_completions_exp","receptions_exp","pass_yards_gained","rec_yards_gained","rush_yards_gained","pass_yards_gained_exp","rec_yards_gained_exp","rush_yards_gained_exp","pass_touchdown","rec_touchdown","rush_touchdown","pass_touchdown_exp","rec_touchdown_exp","rush_touchdown_exp","pass_two_point_conv","rec_two_point_conv","rush_two_point_conv","pass_first_down","rec_first_down","rush_first_down","pass_interception","rec_interception","pass_interception_exp","rec_interception_exp","rec_fumble_lost","rush_fumble_lost","pass_fantasy_points_exp","rec_fantasy_points_exp","rush_fantasy_points_exp","pass_fantasy_points","rec_fantasy_points","rush_fantasy_points","total_yards_gained","total_yards_gained_exp","total_touchdown","total_touchdown_exp","total_first_down","total_first_down_exp","total_fantasy_points","total_fantasy_points_exp","pass_completions_diff","receptions_diff","pass_yards_gained_diff","rec_yards_gained_diff","rush_yards_gained_diff","pass_touchdown_diff","rec_touchdown_diff","rush_touchdown_diff","pass_first_down_diff","rec_first_down_diff","rush_first_down_diff","pass_fantasy_points_diff","rec_fantasy_points_diff","rush_fantasy_points_diff","total_yards_gained_diff","total_touchdown_diff","total_fantasy_points_diff","pass_attempt_team","rec_attempt_team","rush_attempt_team","pass_air_yards_team","rec_air_yards_team","pass_completions_team","receptions_team","pass_completions_exp_team","receptions_exp_team","pass_yards_gained_team","rec_yards_gained_team","rush_yards_gained_team","pass_yards_gained_exp_team","rec_yards_gained_exp_team","rush_yards_gained_exp_team","pass_touchdown_team","rec_touchdown_team","rush_touchdown_team","pass_touchdown_exp_team","rec_touchdown_exp_team","rush_touchdown_exp_team","pass_two_point_conv_team","rec_two_point_conv_team","rush_two_point_conv_team","pass_first_down_team","rec_first_down_team","rush_first_down_team","pass_interception_team","rec_interception_team","pass_interception_exp_team","rec_interception_exp_team","rec_fumble_lost_team","rush_fumble_lost_team","pass_fantasy_points_exp_team","rec_fantasy_points_exp_team","rush_fantasy_points_exp_team","pass_fantasy_points_team","rec_fantasy_points_team","rush_fantasy_points_team","pass_completions_diff_team","receptions_diff_team","pass_yards_gained_diff_team","rec_yards_gained_diff_team","rush_yards_gained_diff_team","pass_touchdown_diff_team","rec_touchdown_diff_team","rush_touchdown_diff_team","pass_first_down_diff_team","rec_first_down_diff_team","rush_first_down_diff_team","pass_interception_diff_team","rec_interception_diff_team","pass_fantasy_points_diff_team","rec_fantasy_points_diff_team","rush_fantasy_points_diff_team","total_yards_gained_team","total_yards_gained_exp_team","total_yards_gained_diff_team","total_touchdown_team","total_touchdown_exp_team","total_touchdown_diff_team","total_first_down_team","total_first_down_exp_team","total_fantasy_points_team","total_fantasy_points_exp_team","total_fantasy_points_diff_team","target_share","rush_share"
"2018","ATL",1,NA,NA,NA,0,4,0,0,20,0,0,0,2.01,0,0,0,0,14.05,0,0,0,0,0,0.84,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,8.45,0,0,0,0,0,14.05,0,0.84,0,1.14,0,8.45,0,-2.01,0,-14.05,0,0,-0.84,0,0,-1.14,0,0,-8.45,0,-14.05,-0.84,-8.45,43,43,18,380,380,21,21,26.56,26.55,251,251,74,306.35,306.34,75.31,0,0,1,3.42,3.41,1.46,0,0,0,10,10,4,1,1,1.19,1.2,0,0,23.55,77.7,16.31,8.04,46.1,13.4,-5.56,-5.55,-55.35,-55.34,-1.31,-3.42,-3.41,-0.46,-4.73,-4.73,-0.8,-0.19,-0.2,-15.51,-31.6,-2.91,325,381.65,-56.65,1,4.87,-3.87,14,19.53,59.5,94.01,-34.51,0.0930232558139535,0
"2018","PHI",1,"00-0031763","DeAndre Carter","WR",0,1,0,0,6,0,1,0,0.72,0,10,0,0,7.03,0,0,0,0,0,0.01,0,0,0,0,0,1,0,0,0,0,0.01,0,0,0,1.47,0,0,2,0,10,7.03,0,0.01,1,0.74,2,1.47,0,0.28,0,2.97,0,0,-0.01,0,0,0.26,0,0,0.53,0,2.97,-0.01,0.53,35,35,27,285,285,20,20,23.75,23.75,132,132,113,260.15,260.16,108.77,0,0,2,0.66,0.68,1.09,0,0,1,7,7,7,1,1,0.83,0.82,0,0,11.38,53.75,18.21,3.28,33.2,25.3,-3.75,-3.75,-128.15,-128.16,4.23,-0.66,-0.68,0.91,-5.96,-5.96,-0.94,0.17,0.18,-8.1,-20.55,7.09,245,368.93,-123.93,2,1.77,0.23,14,20.9,58.5,71.96,-13.46,0.0285714285714286,0
"2018","PHI",1,"00-0034351","Dallas Goedert","TE",0,3,0,0,38,0,1,0,1.8,0,4,0,0,27.08,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,1,0,0.08,0,0,0,6.48,0,0,1.4,0,4,27.08,0,0.33,0,1.25,1.4,6.48,0,-0.8,0,-23.08,0,0,-0.33,0,0,-1.25,0,0,-5.08,0,-23.08,-0.33,-5.08,35,35,27,285,285,20,20,23.75,23.75,132,132,113,260.15,260.16,108.77,0,0,2,0.66,0.68,1.09,0,0,1,7,7,7,1,1,0.83,0.82,0,0,11.38,53.75,18.21,3.28,33.2,25.3,-3.75,-3.75,-128.15,-128.16,4.23,-0.66,-0.68,0.91,-5.96,-5.96,-0.94,0.17,0.18,-8.1,-20.55,7.09,245,368.93,-123.93,2,1.77,0.23,14,20.9,58.5,71.96,-13.46,0.0857142857142857,0
"2018","PHI",1,"00-0030061","Zach Ertz","TE",0,10,0,0,78,0,5,0,6.86,0,48,0,0,76.58,0,0,0,0,0,0.12,0,0,0,0,0,1,0,0,0,0,0.25,0,0,0,15.21,0,0,9.8,0,48,76.58,0,0.12,1,3.82,9.8,15.21,0,-1.86,0,-28.58,0,0,-0.12,0,0,-2.82,0,0,-5.41,0,-28.58,-0.12,-5.41,35,35,27,285,285,20,20,23.75,23.75,132,132,113,260.15,260.16,108.77,0,0,2,0.66,0.68,1.09,0,0,1,7,7,7,1,1,0.83,0.82,0,0,11.38,53.75,18.21,3.28,33.2,25.3,-3.75,-3.75,-128.15,-128.16,4.23,-0.66,-0.68,0.91,-5.96,-5.96,-0.94,0.17,0.18,-8.1,-20.55,7.09,245,368.93,-123.93,2,1.77,0.23,14,20.9,58.5,71.96,-13.46,0.285714285714286,0
"2018","PHI",1,"00-0026901","Mike Wallace","WR",0,3,0,0,109,0,0,0,0.89,0,0,0,0,35.48,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,5.07,0,0,0,0,0,35.48,0,0.11,0,0.79,0,5.07,0,-0.89,0,-35.48,0,0,-0.11,0,0,-0.79,0,0,-5.07,0,-35.48,-0.11,-5.07,35,35,27,285,285,20,20,23.75,23.75,132,132,113,260.15,260.16,108.77,0,0,2,0.66,0.68,1.09,0,0,1,7,7,7,1,1,0.83,0.82,0,0,11.38,53.75,18.21,3.28,33.2,25.3,-3.75,-3.75,-128.15,-128.16,4.23,-0.66,-0.68,0.91,-5.96,-5.96,-0.94,0.17,0.18,-8.1,-20.55,7.09,245,368.93,-123.93,2,1.77,0.23,14,20.9,58.5,71.96,-13.46,0.0857142857142857,0
"2018","ATL",1,"00-0033576","Eric Saubert","TE",0,1,0,0,10,0,0,0,0.48,0,0,0,0,7.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,1.22,0,0,0,0,0,7.31,0,0,0,0.43,0,1.22,0,-0.48,0,-7.31,0,0,0,0,0,-0.43,0,0,-1.22,0,-7.31,0,-1.22,43,43,18,380,380,21,21,26.56,26.55,251,251,74,306.35,306.34,75.31,0,0,1,3.42,3.41,1.46,0,0,0,10,10,4,1,1,1.19,1.2,0,0,23.55,77.7,16.31,8.04,46.1,13.4,-5.56,-5.55,-55.35,-55.34,-1.31,-3.42,-3.41,-0.46,-4.73,-4.73,-0.8,-0.19,-0.2,-15.51,-31.6,-2.91,325,381.65,-56.65,1,4.87,-3.87,14,19.53,59.5,94.01,-34.51,0.0232558139534884,0
"2018","BAL",1,"00-0026158","Joe Flacco","QB",34,0,2,205,0,25,0,23.34,0,236,0,3,231.3,0,2.55,3,0,0,1.89,0,0.05,0,0,0,12,0,1,0,0,0.65,0,0,0,16.57,0,0.55,21.44,0,0.3,239,233.85,3,1.94,13,12.1,21.74,17.12,1.66,0,4.69999999999999,0,0.45,1.11,0,-0.05,0.779999999999999,0,0.12,4.87,0,-0.25,5.14999999999998,1.06,4.62,38,38,34,256,256,26,26,25.78,25.76,260,260,117,273.67,273.68,131.46,3,3,3,1.92,1.93,1.57,0,0,0,13,13,11,0,0,0.77,0.76,0,1,18.16,65.75,22.52,22.4,70,27.7,0.22,0.24,-13.67,-13.68,-14.46,1.08,1.07,1.43,-0.25,-0.250000000000001,3.65,-0.77,-0.76,4.24,4.25,5.18,377,405.14,-28.14,6,3.5,2.5,24,20.6,97.7,88.27,9.43,0,0.0588235294117647
"2018","BAL",1,"00-0031598","Nick Boyle","TE",0,6,0,0,18,0,3,0,4.43,0,40,0,0,36.54,0,0,0,0,0,0.12,0,0,0,0,0,2,0,0,0,0,0.09,0,0,0,8.79,0,0,7,0,40,36.54,0,0.12,2,1.89,7,8.79,0,-1.43,0,3.46,0,0,-0.12,0,0,0.11,0,0,-1.79,0,3.46,-0.12,-1.79,38,38,34,256,256,26,26,25.78,25.76,260,260,117,273.67,273.68,131.46,3,3,3,1.92,1.93,1.57,0,0,0,13,13,11,0,0,0.77,0.76,0,1,18.16,65.75,22.52,22.4,70,27.7,0.22,0.24,-13.67,-13.68,-14.46,1.08,1.07,1.43,-0.25,-0.250000000000001,3.65,-0.77,-0.76,4.24,4.25,5.18,377,405.14,-28.14,6,3.5,2.5,24,20.6,97.7,88.27,9.43,0.157894736842105,0
"2018","BAL",1,"00-0031051","John Brown","WR",0,4,1,0,47,0,3,0,2.22,0,44,1,0,27.24,7.69,0,1,0,0,0.73,0.01,0,0,0,0,2,0,0,0,0,0.14,0,0,0,10.42,0.81,0,13.4,0.1,45,34.93,1,0.74,2,1.74,13.5,11.23,0,0.78,0,16.76,-6.69,0,0.27,-0.01,0,0.66,-0.4,0,2.98,-0.71,10.07,0.26,2.27,38,38,34,256,256,26,26,25.78,25.76,260,260,117,273.67,273.68,131.46,3,3,3,1.92,1.93,1.57,0,0,0,13,13,11,0,0,0.77,0.76,0,1,18.16,65.75,22.52,22.4,70,27.7,0.22,0.24,-13.67,-13.68,-14.46,1.08,1.07,1.43,-0.25,-0.250000000000001,3.65,-0.77,-0.76,4.24,4.25,5.18,377,405.14,-28.14,6,3.5,2.5,24,20.6,97.7,88.27,9.43,0.105263157894737,0.0294117647058824
"2018","BAL",1,"00-0026986","Michael Crabtree","WR",0,6,0,0,61,0,3,0,3.84,0,38,0,0,51.8,0,0,1,0,0,0.43,0,0,0,0,0,2,0,0,0,0,0.15,0,0,0,11.58,0,0,12.8,0,38,51.8,1,0.43,2,2.72,12.8,11.58,0,-0.84,0,-13.8,0,0,0.57,0,0,-0.72,0,0,1.22,0,-13.8,0.57,1.22,38,38,34,256,256,26,26,25.78,25.76,260,260,117,273.67,273.68,131.46,3,3,3,1.92,1.93,1.57,0,0,0,13,13,11,0,0,0.77,0.76,0,1,18.16,65.75,22.52,22.4,70,27.7,0.22,0.24,-13.67,-13.68,-14.46,1.08,1.07,1.43,-0.25,-0.250000000000001,3.65,-0.77,-0.76,4.24,4.25,5.18,377,405.14,-28.14,6,3.5,2.5,24,20.6,97.7,88.27,9.43,0.157894736842105,0
"2018","BAL",1,"00-0034753","Mark Andrews","TE",0,4,0,0,35,0,3,0,2.75,0,31,0,0,33.93,0,0,0,0,0,0.06,0,0,0,0,0,2,0,0,0,0,0.06,0,0,0,6.48,0,0,6.1,0,31,33.93,0,0.06,2,1.61,6.1,6.48,0,0.25,0,-2.93,0,0,-0.06,0,0,0.39,0,0,-0.380000000000001,0,-2.93,-0.06,-0.380000000000001,38,38,34,256,256,26,26,25.78,25.76,260,260,117,273.67,273.68,131.46,3,3,3,1.92,1.93,1.57,0,0,0,13,13,11,0,0,0.77,0.76,0,1,18.16,65.75,22.52,22.4,70,27.7,0.22,0.24,-13.67,-13.68,-14.46,1.08,1.07,1.43,-0.25,-0.250000000000001,3.65,-0.77,-0.76,4.24,4.25,5.18,377,405.14,-28.14,6,3.5,2.5,24,20.6,97.7,88.27,9.43,0.105263157894737,0
"2018","BUF",1,"00-0033958","Nathan Peterman","QB",18,0,1,148,0,5,0,10.56,0,24,0,1,103.35,0,8.82,0,0,0,0.21,0,0,0,0,0,0,0,0,2,0,0.79,0,0,0,3.38,0,0.89,-3.04,0,0.1,25,112.17,0,0.21,0,4.31,-2.94,4.27,-5.56,0,-79.35,0,-7.82,-0.21,0,0,-3.86,0,-0.45,-6.42,0,-0.79,-87.17,-0.21,-7.21,33,33,22,368,368,11,11,17.63,17.63,98,98,83,207.78,207.79,101.86,0,0,0,0.73,0.72,0.82,0,0,0,5,5,3,2,2,1.58,1.59,0,0,8.06,42.73,15.12,-0.0800000000000001,20.8,8.3,-6.63,-6.63,-109.78,-109.79,-18.86,-0.73,-0.72,-0.82,-3.87,-3.85,-1.02,0.42,0.41,-8.14,-21.93,-6.82,181,309.65,-128.65,0,1.54,-1.54,8,12.87,29.1,57.85,-28.75,0,0.0454545454545455
"2018","BUF",1,"00-0027029","LeSean McCoy","RB",0,3,7,0,-11,0,1,0,2.4,0,-1,22,0,10.41,28.27,0,0,0,0,0.01,0.1,0,0,0,0,0,1,0,0,0,0.02,0,0,0,3.47,3.45,0,0.9,2.2,21,38.68,0,0.11,1,1.28,3.1,6.92,0,-1.4,0,-11.41,-6.27,0,-0.01,-0.1,0,-0.38,0.1,0,-2.57,-1.25,-17.68,-0.11,-3.82,33,33,22,368,368,11,11,17.63,17.63,98,98,83,207.78,207.79,101.86,0,0,0,0.73,0.72,0.82,0,0,0,5,5,3,2,2,1.58,1.59,0,0,8.06,42.73,15.12,-0.0800000000000001,20.8,8.3,-6.63,-6.63,-109.78,-109.79,-18.86,-0.73,-0.72,-0.82,-3.87,-3.85,-1.02,0.42,0.41,-8.14,-21.93,-6.82,181,309.65,-128.65,0,1.54,-1.54,8,12.87,29.1,57.85,-28.75,0.0909090909090909,0.318181818181818
"2018","BAL",1,"00-0030663","Willie Snead","WR",0,6,0,0,49,0,4,0,4.08,0,49,0,0,47.2,0,0,1,0,0,0.18,0,0,0,0,0,3,0,0,0,0,0.15,0,0,0,9.89,0,0,14.9,0,49,47.2,1,0.18,3,2.47,14.9,9.89,0,-0.0800000000000001,0,1.8,0,0,0.82,0,0,0.53,0,0,5.01,0,1.8,0.82,5.01,38,38,34,256,256,26,26,25.78,25.76,260,260,117,273.67,273.68,131.46,3,3,3,1.92,1.93,1.57,0,0,0,13,13,11,0,0,0.77,0.76,0,1,18.16,65.75,22.52,22.4,70,27.7,0.22,0.24,-13.67,-13.68,-14.46,1.08,1.07,1.43,-0.25,-0.250000000000001,3.65,-0.77,-0.76,4.24,4.25,5.18,377,405.14,-28.14,6,3.5,2.5,24,20.6,97.7,88.27,9.43,0.157894736842105,0
