"season","posteam","week","player_id","full_name","position","pass_attempt","rec_attempt","rush_attempt","pass_air_yards","rec_air_yards","pass_completions","receptions","pass_completions_exp","receptions_exp","pass_yards_gained","rec_yards_gained","rush_yards_gained","pass_yards_gained_exp","rec_yards_gained_exp","rush_yards_gained_exp","pass_touchdown","rec_touchdown","rush_touchdown","pass_touchdown_exp","rec_touchdown_exp","rush_touchdown_exp","pass_two_point_conv","rec_two_point_conv","rush_two_point_conv","pass_first_down","rec_first_down","rush_first_down","pass_interception","rec_interception","pass_interception_exp","rec_interception_exp","rec_fumble_lost","rush_fumble_lost","pass_fantasy_points_exp","rec_fantasy_points_exp","rush_fantasy_points_exp","pass_fantasy_points","rec_fantasy_points","rush_fantasy_points","total_yards_gained","total_yards_gained_exp","total_touchdown","total_touchdown_exp","total_first_down","total_first_down_exp","total_fantasy_points","total_fantasy_points_exp","pass_completions_diff","receptions_diff","pass_yards_gained_diff","rec_yards_gained_diff","rush_yards_gained_diff","pass_touchdown_diff","rec_touchdown_diff","rush_touchdown_diff","pass_first_down_diff","rec_first_down_diff","rush_first_down_diff","pass_fantasy_points_diff","rec_fantasy_points_diff","rush_fantasy_points_diff","total_yards_gained_diff","total_touchdown_diff","total_fantasy_points_diff","pass_attempt_team","rec_attempt_team","rush_attempt_team","pass_air_yards_team","rec_air_yards_team","pass_completions_team","receptions_team","pass_completions_exp_team","receptions_exp_team","pass_yards_gained_team","rec_yards_gained_team","rush_yards_gained_team","pass_yards_gained_exp_team","rec_yards_gained_exp_team","rush_yards_gained_exp_team","pass_touchdown_team","rec_touchdown_team","rush_touchdown_team","pass_touchdown_exp_team","rec_touchdown_exp_team","rush_touchdown_exp_team","pass_two_point_conv_team","rec_two_point_conv_team","rush_two_point_conv_team","pass_first_down_team","rec_first_down_team","rush_first_down_team","pass_interception_team","rec_interception_team","pass_interception_exp_team","rec_interception_exp_team","rec_fumble_lost_team","rush_fumble_lost_team","pass_fantasy_points_exp_team","rec_fantasy_points_exp_team","rush_fantasy_points_exp_team","pass_fantasy_points_team","rec_fantasy_points_team","rush_fantasy_points_team","pass_completions_diff_team","receptions_diff_team","pass_yards_gained_diff_team","rec_yards_gained_diff_team","rush_yards_gained_diff_team","pass_touchdown_diff_team","rec_touchdown_diff_team","rush_touchdown_diff_team","pass_first_down_diff_team","rec_first_down_diff_team","rush_first_down_diff_team","pass_interception_diff_team","rec_interception_diff_team","pass_fantasy_points_diff_team","rec_fantasy_points_diff_team","rush_fantasy_points_diff_team","total_yards_gained_team","total_yards_gained_exp_team","total_yards_gained_diff_team","total_touchdown_team","total_touchdown_exp_team","total_touchdown_diff_team","total_first_down_team","total_first_down_exp_team","total_fantasy_points_team","total_fantasy_points_exp_team","total_fantasy_points_diff_team","target_share","rush_share"
"2018","ARI",4,"00-0022921","Larry Fitzgerald","WR",0,7,0,0,78,0,3,0,4.12,0,28,0,0,55.05,0,0,0,0,0,0.46,0,0,0,0,0,2,0,0,0,0,0.3,0,0,0,12.41,0,0,5.8,0,28,55.05,0,0.46,2,2.88,5.8,12.41,0,-1.12,0,-27.05,0,0,-0.46,0,0,-0.88,0,0,-6.61,0,-27.05,-0.46,-6.61,27,27,28,245,245,15,15,16.35,16.34,180,180,92,187.77,187.76,129.19,1,1,1,1.58,1.57,0.63,0,0,0,9,9,6,0,0,0.82,0.83,0,1,12.19,44.6,16.75,11.2,39,13.2,-1.35,-1.34,-7.77000000000001,-7.76,-37.19,-0.58,-0.57,0.37,0.0299999999999994,0.03,-0.17,-0.82,-0.83,-0.99,-5.6,-3.55,272,316.95,-44.95,2,2.2,-0.2,15,15.14,52.2,61.35,-9.15,0.259259259259259,0
"2018","SEA",4,"00-0034159","Will Dissly","TE",0,1,0,0,2,0,1,0,0.8,0,5,0,0,5.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35,0,0,1.5,0,5,5.36,0,0,0,0.17,1.5,1.35,0,0.2,0,-0.36,0,0,0,0,0,-0.17,0,0,0.15,0,-0.36,0,0.15,26,26,34,136,136,19,19,17.81,17.81,172,172,171,171.38,171.38,151.68,0,0,2,0.61,0.6,1.17,0,0,0,6,6,11,0,0,0.39,0.39,0,0,8.52,38.61,22.2,6.88,36.2,29.1,1.19,1.19,0.620000000000005,0.620000000000002,19.32,-0.61,-0.6,0.83,-1.73,-1.73,1.14,-0.39,-0.39,-1.64,-2.41,6.9,343,323.06,19.94,2,1.77,0.23,17,17.59,65.3,60.81,4.49,0.0384615384615385,0
"2018","SEA",4,"00-0032063","Mike Davis","RB",0,4,21,0,-6,0,4,0,3.33,0,23,101,0,24.27,90.15,0,0,2,0,0.05,1.08,0,0,0,0,1,6,0,0,0,0.02,0,0,0,6.05,15.49,0,6.3,22.1,124,114.42,2,1.13,7,5.83,28.4,21.54,0,0.67,0,-1.27,10.85,0,-0.05,0.92,0,0.41,0.76,0,0.25,6.61,9.58,0.87,6.86,26,26,34,136,136,19,19,17.81,17.81,172,172,171,171.38,171.38,151.68,0,0,2,0.61,0.6,1.17,0,0,0,6,6,11,0,0,0.39,0.39,0,0,8.52,38.61,22.2,6.88,36.2,29.1,1.19,1.19,0.620000000000005,0.620000000000002,19.32,-0.61,-0.6,0.83,-1.73,-1.73,1.14,-0.39,-0.39,-1.64,-2.41,6.9,343,323.06,19.94,2,1.77,0.23,17,17.59,65.3,60.81,4.49,0.153846153846154,0.617647058823529
"2018","SEA",4,"00-0024334","Brandon Marshall","WR",0,3,0,0,18,0,1,0,1.88,0,5,0,0,16.16,0,0,0,0,0,0.47,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,6.34,0,0,1.5,0,5,16.16,0,0.47,0,1.03,1.5,6.34,0,-0.88,0,-11.16,0,0,-0.47,0,0,-1.03,0,0,-4.84,0,-11.16,-0.47,-4.84,26,26,34,136,136,19,19,17.81,17.81,172,172,171,171.38,171.38,151.68,0,0,2,0.61,0.6,1.17,0,0,0,6,6,11,0,0,0.39,0.39,0,0,8.52,38.61,22.2,6.88,36.2,29.1,1.19,1.19,0.620000000000005,0.620000000000002,19.32,-0.61,-0.6,0.83,-1.73,-1.73,1.14,-0.39,-0.39,-1.64,-2.41,6.9,343,323.06,19.94,2,1.77,0.23,17,17.59,65.3,60.81,4.49,0.115384615384615,0
"2018","ARI",4,"00-0034775","Christian Kirk","WR",0,5,1,0,34,0,4,0,3.32,0,28,7,0,31.31,7.28,0,0,0,0,0.16,0,0,0,0,0,2,0,0,0,0,0.11,0,0,0,7.38,0.75,0,6.8,0.7,35,38.59,0,0.16,2,1.58,7.5,8.13,0,0.68,0,-3.31,-0.28,0,-0.16,0,0,0.77,-0.35,0,-0.58,-0.05,-3.59,-0.16,-0.629999999999999,27,27,28,245,245,15,15,16.35,16.34,180,180,92,187.77,187.76,129.19,1,1,1,1.58,1.57,0.63,0,0,0,9,9,6,0,0,0.82,0.83,0,1,12.19,44.6,16.75,11.2,39,13.2,-1.35,-1.34,-7.77000000000001,-7.76,-37.19,-0.58,-0.57,0.37,0.0299999999999994,0.03,-0.17,-0.82,-0.83,-0.99,-5.6,-3.55,272,316.95,-44.95,2,2.2,-0.2,15,15.14,52.2,61.35,-9.15,0.185185185185185,0.0357142857142857
"2018","ARI",4,"00-0032112","J.J. Nelson","WR",0,1,0,0,-2,0,1,0,0.88,0,4,0,0,5.08,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,1.45,0,0,1.4,0,4,5.08,0,0.01,0,0.2,1.4,1.45,0,0.12,0,-1.08,0,0,-0.01,0,0,-0.2,0,0,-0.05,0,-1.08,-0.01,-0.05,27,27,28,245,245,15,15,16.35,16.34,180,180,92,187.77,187.76,129.19,1,1,1,1.58,1.57,0.63,0,0,0,9,9,6,0,0,0.82,0.83,0,1,12.19,44.6,16.75,11.2,39,13.2,-1.35,-1.34,-7.77000000000001,-7.76,-37.19,-0.58,-0.57,0.37,0.0299999999999994,0.03,-0.17,-0.82,-0.83,-0.99,-5.6,-3.55,272,316.95,-44.95,2,2.2,-0.2,15,15.14,52.2,61.35,-9.15,0.037037037037037,0
"2018","ARI",4,"00-0033933","Chad Williams","WR",0,3,0,0,51,0,1,0,0.99,0,22,0,0,14.69,0,0,1,0,0,0.92,0,0,0,0,0,1,0,0,0,0,0.12,0,0,0,8,0,0,9.2,0,22,14.69,1,0.92,1,1.22,9.2,8,0,0.01,0,7.31,0,0,0.08,0,0,-0.22,0,0,1.2,0,7.31,0.08,1.2,27,27,28,245,245,15,15,16.35,16.34,180,180,92,187.77,187.76,129.19,1,1,1,1.58,1.57,0.63,0,0,0,9,9,6,0,0,0.82,0.83,0,1,12.19,44.6,16.75,11.2,39,13.2,-1.35,-1.34,-7.77000000000001,-7.76,-37.19,-0.58,-0.57,0.37,0.0299999999999994,0.03,-0.17,-0.82,-0.83,-0.99,-5.6,-3.55,272,316.95,-44.95,2,2.2,-0.2,15,15.14,52.2,61.35,-9.15,0.111111111111111,0
"2018","SEA",4,"00-0033589","David Moore","WR",0,2,0,0,15,0,2,0,1.41,0,39,0,0,15.18,0,0,0,0,0,0.01,0,0,0,0,0,2,0,0,0,0,0.03,0,0,0,3,0,0,5.9,0,39,15.18,0,0.01,2,0.84,5.9,3,0,0.59,0,23.82,0,0,-0.01,0,0,1.16,0,0,2.9,0,23.82,-0.01,2.9,26,26,34,136,136,19,19,17.81,17.81,172,172,171,171.38,171.38,151.68,0,0,2,0.61,0.6,1.17,0,0,0,6,6,11,0,0,0.39,0.39,0,0,8.52,38.61,22.2,6.88,36.2,29.1,1.19,1.19,0.620000000000005,0.620000000000002,19.32,-0.61,-0.6,0.83,-1.73,-1.73,1.14,-0.39,-0.39,-1.64,-2.41,6.9,343,323.06,19.94,2,1.77,0.23,17,17.59,65.3,60.81,4.49,0.0769230769230769,0
"2018","SEA",4,"00-0032211","Tyler Lockett","WR",0,6,0,0,39,0,5,0,4.34,0,53,0,0,44.33,0,0,0,0,0,0.01,0,0,0,0,0,2,0,0,0,0,0.07,0,0,0,8.86,0,0,10.3,0,53,44.33,0,0.01,2,2.44,10.3,8.86,0,0.66,0,8.67,0,0,-0.01,0,0,-0.44,0,0,1.44,0,8.67,-0.01,1.44,26,26,34,136,136,19,19,17.81,17.81,172,172,171,171.38,171.38,151.68,0,0,2,0.61,0.6,1.17,0,0,0,6,6,11,0,0,0.39,0.39,0,0,8.52,38.61,22.2,6.88,36.2,29.1,1.19,1.19,0.620000000000005,0.620000000000002,19.32,-0.61,-0.6,0.83,-1.73,-1.73,1.14,-0.39,-0.39,-1.64,-2.41,6.9,343,323.06,19.94,2,1.77,0.23,17,17.59,65.3,60.81,4.49,0.230769230769231,0
"2018","SEA",4,"00-0032394","Nick Vannett","TE",0,2,0,0,2,0,1,0,1.31,0,6,0,0,9.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,2.28,0,0,1.6,0,6,9.51,0,0,0,0.54,1.6,2.28,0,-0.31,0,-3.51,0,0,0,0,0,-0.54,0,0,-0.68,0,-3.51,0,-0.68,26,26,34,136,136,19,19,17.81,17.81,172,172,171,171.38,171.38,151.68,0,0,2,0.61,0.6,1.17,0,0,0,6,6,11,0,0,0.39,0.39,0,0,8.52,38.61,22.2,6.88,36.2,29.1,1.19,1.19,0.620000000000005,0.620000000000002,19.32,-0.61,-0.6,0.83,-1.73,-1.73,1.14,-0.39,-0.39,-1.64,-2.41,6.9,343,323.06,19.94,2,1.77,0.23,17,17.59,65.3,60.81,4.49,0.0769230769230769,0
"2018","ARI",4,"00-0033611","Ricky Seals-Jones","TE",0,4,0,0,55,0,2,0,2.03,0,52,0,0,31.39,0,0,0,0,0,0.01,0,0,0,0,0,2,0,0,0,0,0.19,0,0,0,5.22,0,0,7.2,0,52,31.39,0,0.01,2,1.25,7.2,5.22,0,-0.0299999999999998,0,20.61,0,0,-0.01,0,0,0.75,0,0,1.98,0,20.61,-0.01,1.98,27,27,28,245,245,15,15,16.35,16.34,180,180,92,187.77,187.76,129.19,1,1,1,1.58,1.57,0.63,0,0,0,9,9,6,0,0,0.82,0.83,0,1,12.19,44.6,16.75,11.2,39,13.2,-1.35,-1.34,-7.77000000000001,-7.76,-37.19,-0.58,-0.57,0.37,0.0299999999999994,0.03,-0.17,-0.82,-0.83,-0.99,-5.6,-3.55,272,316.95,-44.95,2,2.2,-0.2,15,15.14,52.2,61.35,-9.15,0.148148148148148,0
"2018","ARI",4,"00-0029068","Derrick Coleman","RB",0,1,0,0,3,0,1,0,0.49,0,5,0,0,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0.95,0,0,1.5,0,5,4.4,0,0,0,0.17,1.5,0.95,0,0.51,0,0.6,0,0,0,0,0,-0.17,0,0,0.55,0,0.6,0,0.55,27,27,28,245,245,15,15,16.35,16.34,180,180,92,187.77,187.76,129.19,1,1,1,1.58,1.57,0.63,0,0,0,9,9,6,0,0,0.82,0.83,0,1,12.19,44.6,16.75,11.2,39,13.2,-1.35,-1.34,-7.77000000000001,-7.76,-37.19,-0.58,-0.57,0.37,0.0299999999999994,0.03,-0.17,-0.82,-0.83,-0.99,-5.6,-3.55,272,316.95,-44.95,2,2.2,-0.2,15,15.14,52.2,61.35,-9.15,0.037037037037037,0
"2018","ARI",4,NA,NA,NA,0,2,0,0,15,0,0,0,1.45,0,0,0,0,17.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,3.2,0,0,0,0,0,17.18,0,0,0,0.68,0,3.2,0,-1.45,0,-17.18,0,0,0,0,0,-0.68,0,0,-3.2,0,-17.18,0,-3.2,27,27,28,245,245,15,15,16.35,16.34,180,180,92,187.77,187.76,129.19,1,1,1,1.58,1.57,0.63,0,0,0,9,9,6,0,0,0.82,0.83,0,1,12.19,44.6,16.75,11.2,39,13.2,-1.35,-1.34,-7.77000000000001,-7.76,-37.19,-0.58,-0.57,0.37,0.0299999999999994,0.03,-0.17,-0.82,-0.83,-0.99,-5.6,-3.55,272,316.95,-44.95,2,2.2,-0.2,15,15.14,52.2,61.35,-9.15,0.0740740740740741,0
"2018","SEA",4,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,34,136,136,19,19,17.81,17.81,172,172,171,171.38,171.38,151.68,0,0,2,0.61,0.6,1.17,0,0,0,6,6,11,0,0,0.39,0.39,0,0,8.52,38.61,22.2,6.88,36.2,29.1,1.19,1.19,0.620000000000005,0.620000000000002,19.32,-0.61,-0.6,0.83,-1.73,-1.73,1.14,-0.39,-0.39,-1.64,-2.41,6.9,343,323.06,19.94,2,1.77,0.23,17,17.59,65.3,60.81,4.49,0.0384615384615385,0
"2018","LAC",4,"00-0022942","Philip Rivers","QB",39,0,4,261,0,25,0,26.24,0,250,0,-3,271.23,0,-1,3,0,0,4.14,0,0,1,0,0,14,0,1,1,0,0.77,0,0,0,26.97,0,-0.09,22,0,-0.3,247,270.23,3,4.14,15,17.39,21.7,26.88,-1.24,0,-21.23,0,-2,-1.14,0,0,-2.56,0,0.17,-4.97,0,-0.21,-23.23,-1.14,-5.18,39,39,27,261,261,25,25,26.24,26.24,250,250,126,271.23,271.24,102.25,3,3,0,4.14,4.14,0.65,1,1,0,14,14,6,1,1,0.77,0.78,0,0,26.97,79.3,14.14,22,70,12.6,-1.24,-1.24,-21.23,-21.24,23.75,-1.14,-1.14,-0.65,-2.56,-2.56,0.17,0.23,0.22,-4.97,-9.3,-1.54,376,373.49,2.51000000000001,3,4.79,-1.79,20,22.39,82.6,93.44,-10.84,0,0.148148148148148
"2018","LAC",4,"00-0032144","Melvin Gordon","RB",0,10,15,0,19,0,7,0,7.27,0,55,104,0,50.41,71.57,0,1,0,0,1.53,0.2,0,1,0,0,3,4,0,0,0,0.12,0,0,0,22.58,8.34,0,20.5,10.4,159,121.98,1,1.73,7,6.08,30.9,30.92,0,-0.27,0,4.59,32.43,0,-0.53,-0.2,0,-0.25,1.17,0,-2.08,2.06,37.02,-0.73,-0.0199999999999996,39,39,27,261,261,25,25,26.24,26.24,250,250,126,271.23,271.24,102.25,3,3,0,4.14,4.14,0.65,1,1,0,14,14,6,1,1,0.77,0.78,0,0,26.97,79.3,14.14,22,70,12.6,-1.24,-1.24,-21.23,-21.24,23.75,-1.14,-1.14,-0.65,-2.56,-2.56,0.17,0.23,0.22,-4.97,-9.3,-1.54,376,373.49,2.51000000000001,3,4.79,-1.79,20,22.39,82.6,93.44,-10.84,0.256410256410256,0.555555555555556
"2018","LAC",4,"00-0030279","Keenan Allen","WR",0,10,0,0,77,0,7,0,6.85,0,63,0,0,78.45,0,0,0,0,0,0.51,0,0,0,0,0,3,0,0,1,0,0.24,0,0,0,17.77,0,0,13.3,0,63,78.45,0,0.51,3,4.51,13.3,17.77,0,0.15,0,-15.45,0,0,-0.51,0,0,-1.51,0,0,-4.47,0,-15.45,-0.51,-4.47,39,39,27,261,261,25,25,26.24,26.24,250,250,126,271.23,271.24,102.25,3,3,0,4.14,4.14,0.65,1,1,0,14,14,6,1,1,0.77,0.78,0,0,26.97,79.3,14.14,22,70,12.6,-1.24,-1.24,-21.23,-21.24,23.75,-1.14,-1.14,-0.65,-2.56,-2.56,0.17,0.23,0.22,-4.97,-9.3,-1.54,376,373.49,2.51000000000001,3,4.79,-1.79,20,22.39,82.6,93.44,-10.84,0.256410256410256,0
"2018","LAC",4,"00-0033536","Mike Williams","WR",0,3,0,0,65,0,1,0,1.67,0,15,0,0,36.96,0,0,0,0,0,0.11,0,0,0,0,0,1,0,0,0,0,0.08,0,0,0,6,0,0,2.5,0,15,36.96,0,0.11,1,1.73,2.5,6,0,-0.67,0,-21.96,0,0,-0.11,0,0,-0.73,0,0,-3.5,0,-21.96,-0.11,-3.5,39,39,27,261,261,25,25,26.24,26.24,250,250,126,271.23,271.24,102.25,3,3,0,4.14,4.14,0.65,1,1,0,14,14,6,1,1,0.77,0.78,0,0,26.97,79.3,14.14,22,70,12.6,-1.24,-1.24,-21.23,-21.24,23.75,-1.14,-1.14,-0.65,-2.56,-2.56,0.17,0.23,0.22,-4.97,-9.3,-1.54,376,373.49,2.51000000000001,3,4.79,-1.79,20,22.39,82.6,93.44,-10.84,0.0769230769230769,0
"2018","LAC",4,NA,NA,NA,0,1,0,0,0,0,0,0,0.49,0,0,0,0,3.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0.86,0,0,0,0,0,3.51,0,0,0,0.2,0,0.86,0,-0.49,0,-3.51,0,0,0,0,0,-0.2,0,0,-0.86,0,-3.51,0,-0.86,39,39,27,261,261,25,25,26.24,26.24,250,250,126,271.23,271.24,102.25,3,3,0,4.14,4.14,0.65,1,1,0,14,14,6,1,1,0.77,0.78,0,0,26.97,79.3,14.14,22,70,12.6,-1.24,-1.24,-21.23,-21.24,23.75,-1.14,-1.14,-0.65,-2.56,-2.56,0.17,0.23,0.22,-4.97,-9.3,-1.54,376,373.49,2.51000000000001,3,4.79,-1.79,20,22.39,82.6,93.44,-10.84,0.0256410256410256,0
"2018","SF",4,"00-0033936","C.J. Beathard","QB",37,0,7,205,0,23,0,25.17,0,298,0,19,253.98,0,35.87,2,0,0,1.93,0,0.09,0,0,0,13,0,1,2,0,0.84,0,0,0,16.18,0,4.16,15.92,0,1.9,317,289.85,2,2.02,14,16.66,17.82,20.34,-2.17,0,44.02,0,-16.87,0.0700000000000001,0,-0.09,-1.02,0,-1.64,-0.26,0,-2.26,27.15,-0.02,-2.52,37,37,21,205,205,23,23,25.17,25.16,298,298,76,253.98,253.98,92.89,2,2,0,1.93,1.93,0.76,0,0,0,13,13,5,2,2,0.84,0.85,0,0,16.18,62.14,13.93,15.92,64.8,7.6,-2.17,-2.16,44.02,44.02,-16.89,0.0700000000000001,0.07,-0.76,-1.02,-1.02,-0.2,1.16,1.15,-0.26,2.66,-6.33,374,346.87,27.13,2,2.69,-0.69,18,19.22,72.4,76.07,-3.67,0,0.333333333333333
"2018","SF",4,"00-0026345","Pierre Garcon","WR",0,7,0,0,58,0,4,0,4.92,0,52,0,0,57.92,0,0,0,0,0,0.22,0,0,0,0,0,2,0,0,0,0,0.16,0,0,0,12.05,0,0,9.2,0,52,57.92,0,0.22,2,2.53,9.2,12.05,0,-0.92,0,-5.92,0,0,-0.22,0,0,-0.53,0,0,-2.85,0,-5.92,-0.22,-2.85,37,37,21,205,205,23,23,25.17,25.16,298,298,76,253.98,253.98,92.89,2,2,0,1.93,1.93,0.76,0,0,0,13,13,5,2,2,0.84,0.85,0,0,16.18,62.14,13.93,15.92,64.8,7.6,-2.17,-2.16,44.02,44.02,-16.89,0.0700000000000001,0.07,-0.76,-1.02,-1.02,-0.2,1.16,1.15,-0.26,2.66,-6.33,374,346.87,27.13,2,2.69,-0.69,18,19.22,72.4,76.07,-3.67,0.189189189189189,0
"2018","SF",4,"00-0033288","George Kittle","TE",0,8,0,0,62,0,6,0,4.98,0,125,0,0,52.75,0,0,1,0,0,0.56,0,0,0,0,0,4,0,0,0,0,0.24,0,0,0,13.62,0,0,24.5,0,125,52.75,1,0.56,4,3.16,24.5,13.62,0,1.02,0,72.25,0,0,0.44,0,0,0.84,0,0,10.88,0,72.25,0.44,10.88,37,37,21,205,205,23,23,25.17,25.16,298,298,76,253.98,253.98,92.89,2,2,0,1.93,1.93,0.76,0,0,0,13,13,5,2,2,0.84,0.85,0,0,16.18,62.14,13.93,15.92,64.8,7.6,-2.17,-2.16,44.02,44.02,-16.89,0.0700000000000001,0.07,-0.76,-1.02,-1.02,-0.2,1.16,1.15,-0.26,2.66,-6.33,374,346.87,27.13,2,2.69,-0.69,18,19.22,72.4,76.07,-3.67,0.216216216216216,0
"2018","LAC",4,"00-0029269","Travis Benjamin","WR",0,1,0,0,-7,0,1,0,0.89,0,2,0,0,3.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,1.24,0,0,1.2,0,2,3.41,0,0,0,0.13,1.2,1.24,0,0.11,0,-1.41,0,0,0,0,0,-0.13,0,0,-0.04,0,-1.41,0,-0.04,39,39,27,261,261,25,25,26.24,26.24,250,250,126,271.23,271.24,102.25,3,3,0,4.14,4.14,0.65,1,1,0,14,14,6,1,1,0.77,0.78,0,0,26.97,79.3,14.14,22,70,12.6,-1.24,-1.24,-21.23,-21.24,23.75,-1.14,-1.14,-0.65,-2.56,-2.56,0.17,0.23,0.22,-4.97,-9.3,-1.54,376,373.49,2.51000000000001,3,4.79,-1.79,20,22.39,82.6,93.44,-10.84,0.0256410256410256,0
"2018","LAC",4,"00-0021547","Antonio Gates","TE",0,4,0,0,36,0,2,0,2.39,0,27,0,0,29.77,0,0,1,0,0,1.02,0,0,0,0,0,2,0,0,0,0,0.11,0,0,0,11.49,0,0,10.7,0,27,29.77,1,1.02,2,2.26,10.7,11.49,0,-0.39,0,-2.77,0,0,-0.02,0,0,-0.26,0,0,-0.790000000000001,0,-2.77,-0.02,-0.790000000000001,39,39,27,261,261,25,25,26.24,26.24,250,250,126,271.23,271.24,102.25,3,3,0,4.14,4.14,0.65,1,1,0,14,14,6,1,1,0.77,0.78,0,0,26.97,79.3,14.14,22,70,12.6,-1.24,-1.24,-21.23,-21.24,23.75,-1.14,-1.14,-0.65,-2.56,-2.56,0.17,0.23,0.22,-4.97,-9.3,-1.54,376,373.49,2.51000000000001,3,4.79,-1.79,20,22.39,82.6,93.44,-10.84,0.102564102564103,0
"2018","SF",4,"00-0030068","Marquise Goodwin","WR",0,4,1,0,33,0,2,0,2.55,0,24,4,0,31.64,7.16,0,0,0,0,0.03,0,0,0,0,0,2,0,0,0,0,0.11,0,0,0,5.9,0.74,0,4.4,0.4,28,38.8,0,0.03,2,2.28,4.8,6.64,0,-0.55,0,-7.64,-3.16,0,-0.03,0,0,0.04,-0.32,0,-1.5,-0.34,-10.8,-0.03,-1.84,37,37,21,205,205,23,23,25.17,25.16,298,298,76,253.98,253.98,92.89,2,2,0,1.93,1.93,0.76,0,0,0,13,13,5,2,2,0.84,0.85,0,0,16.18,62.14,13.93,15.92,64.8,7.6,-2.17,-2.16,44.02,44.02,-16.89,0.0700000000000001,0.07,-0.76,-1.02,-1.02,-0.2,1.16,1.15,-0.26,2.66,-6.33,374,346.87,27.13,2,2.69,-0.69,18,19.22,72.4,76.07,-3.67,0.108108108108108,0.0476190476190476
"2018","SF",4,"00-0029892","Kyle Juszczyk","RB",0,3,0,0,12,0,2,0,1.92,0,15,0,0,16.18,0,0,0,0,0,0.17,0,0,0,0,0,1,0,0,0,0,0.04,0,0,0,4.56,0,0,3.5,0,15,16.18,0,0.17,1,0.9,3.5,4.56,0,0.0800000000000001,0,-1.18,0,0,-0.17,0,0,0.1,0,0,-1.06,0,-1.18,-0.17,-1.06,37,37,21,205,205,23,23,25.17,25.16,298,298,76,253.98,253.98,92.89,2,2,0,1.93,1.93,0.76,0,0,0,13,13,5,2,2,0.84,0.85,0,0,16.18,62.14,13.93,15.92,64.8,7.6,-2.17,-2.16,44.02,44.02,-16.89,0.0700000000000001,0.07,-0.76,-1.02,-1.02,-0.2,1.16,1.15,-0.26,2.66,-6.33,374,346.87,27.13,2,2.69,-0.69,18,19.22,72.4,76.07,-3.67,0.0810810810810811,0
"2018","SF",4,"00-0033307","Kendrick Bourne","WR",0,4,0,0,36,0,3,0,2.54,0,34,0,0,31.16,0,0,1,0,0,0.59,0,0,0,0,0,3,0,0,0,0,0.14,0,0,0,9.18,0,0,12.4,0,34,31.16,1,0.59,3,2.13,12.4,9.18,0,0.46,0,2.84,0,0,0.41,0,0,0.87,0,0,3.22,0,2.84,0.41,3.22,37,37,21,205,205,23,23,25.17,25.16,298,298,76,253.98,253.98,92.89,2,2,0,1.93,1.93,0.76,0,0,0,13,13,5,2,2,0.84,0.85,0,0,16.18,62.14,13.93,15.92,64.8,7.6,-2.17,-2.16,44.02,44.02,-16.89,0.0700000000000001,0.07,-0.76,-1.02,-1.02,-0.2,1.16,1.15,-0.26,2.66,-6.33,374,346.87,27.13,2,2.69,-0.69,18,19.22,72.4,76.07,-3.67,0.108108108108108,0
"2018","LAC",4,"00-0032160","Tyrell Williams","WR",0,5,0,0,46,0,3,0,3.2,0,48,0,0,40.33,0,0,0,0,0,0.07,0,0,0,0,0,3,0,0,0,0,0.13,0,0,0,7.63,0,0,7.8,0,48,40.33,0,0.07,3,2.5,7.8,7.63,0,-0.2,0,7.67,0,0,-0.07,0,0,0.5,0,0,0.17,0,7.67,-0.07,0.17,39,39,27,261,261,25,25,26.24,26.24,250,250,126,271.23,271.24,102.25,3,3,0,4.14,4.14,0.65,1,1,0,14,14,6,1,1,0.77,0.78,0,0,26.97,79.3,14.14,22,70,12.6,-1.24,-1.24,-21.23,-21.24,23.75,-1.14,-1.14,-0.65,-2.56,-2.56,0.17,0.23,0.22,-4.97,-9.3,-1.54,376,373.49,2.51000000000001,3,4.79,-1.79,20,22.39,82.6,93.44,-10.84,0.128205128205128,0
