"season","posteam","week","player_id","full_name","position","pass_attempt","rec_attempt","rush_attempt","pass_air_yards","rec_air_yards","pass_completions","receptions","pass_completions_exp","receptions_exp","pass_yards_gained","rec_yards_gained","rush_yards_gained","pass_yards_gained_exp","rec_yards_gained_exp","rush_yards_gained_exp","pass_touchdown","rec_touchdown","rush_touchdown","pass_touchdown_exp","rec_touchdown_exp","rush_touchdown_exp","pass_two_point_conv","rec_two_point_conv","rush_two_point_conv","pass_first_down","rec_first_down","rush_first_down","pass_interception","rec_interception","pass_interception_exp","rec_interception_exp","rec_fumble_lost","rush_fumble_lost","pass_fantasy_points_exp","rec_fantasy_points_exp","rush_fantasy_points_exp","pass_fantasy_points","rec_fantasy_points","rush_fantasy_points","total_yards_gained","total_yards_gained_exp","total_touchdown","total_touchdown_exp","total_first_down","total_first_down_exp","total_fantasy_points","total_fantasy_points_exp","pass_completions_diff","receptions_diff","pass_yards_gained_diff","rec_yards_gained_diff","rush_yards_gained_diff","pass_touchdown_diff","rec_touchdown_diff","rush_touchdown_diff","pass_first_down_diff","rec_first_down_diff","rush_first_down_diff","pass_fantasy_points_diff","rec_fantasy_points_diff","rush_fantasy_points_diff","total_yards_gained_diff","total_touchdown_diff","total_fantasy_points_diff","pass_attempt_team","rec_attempt_team","rush_attempt_team","pass_air_yards_team","rec_air_yards_team","pass_completions_team","receptions_team","pass_completions_exp_team","receptions_exp_team","pass_yards_gained_team","rec_yards_gained_team","rush_yards_gained_team","pass_yards_gained_exp_team","rec_yards_gained_exp_team","rush_yards_gained_exp_team","pass_touchdown_team","rec_touchdown_team","rush_touchdown_team","pass_touchdown_exp_team","rec_touchdown_exp_team","rush_touchdown_exp_team","pass_two_point_conv_team","rec_two_point_conv_team","rush_two_point_conv_team","pass_first_down_team","rec_first_down_team","rush_first_down_team","pass_interception_team","rec_interception_team","pass_interception_exp_team","rec_interception_exp_team","rec_fumble_lost_team","rush_fumble_lost_team","pass_fantasy_points_exp_team","rec_fantasy_points_exp_team","rush_fantasy_points_exp_team","pass_fantasy_points_team","rec_fantasy_points_team","rush_fantasy_points_team","pass_completions_diff_team","receptions_diff_team","pass_yards_gained_diff_team","rec_yards_gained_diff_team","rush_yards_gained_diff_team","pass_touchdown_diff_team","rec_touchdown_diff_team","rush_touchdown_diff_team","pass_first_down_diff_team","rec_first_down_diff_team","rush_first_down_diff_team","pass_interception_diff_team","rec_interception_diff_team","pass_fantasy_points_diff_team","rec_fantasy_points_diff_team","rush_fantasy_points_diff_team","total_yards_gained_team","total_yards_gained_exp_team","total_yards_gained_diff_team","total_touchdown_team","total_touchdown_exp_team","total_touchdown_diff_team","total_first_down_team","total_first_down_exp_team","total_fantasy_points_team","total_fantasy_points_exp_team","total_fantasy_points_diff_team"
"2020","ARI",1,"00-0034681","Chase Edmonds","RB",0,5,6,0,2,0,3,0,4,0,19,26,0,29.27,28.4,0,1,0,0,0.28,0.02,0,0,0,0,1,2,0,0,0,0.03,0,0,0,8.63,2.98,0,10.9,2.6,45,57.67,1,0.3,3,2.68,13.5,11.61,0,-1,0,-10.27,-2.4,0,0.72,-0.02,0,-0.26,0.58,0,2.27,-0.38,-12.67,0.7,1.89,40,40,36,192,192,26,26,28.67,28.68,230,230,180,270.24,270.26,175.03,1,1,2,0.47,0.46,0.73,0,0,0,12,12,13,1,1,0.56,0.57,0,0,11.56,58.51,21.89,11.2,55,30,-2.67,-2.68,-40.24,-40.26,4.96999999999999,0.53,0.54,1.27,0.42,0.42,3.07,0.44,0.43,-0.360000000000001,-3.51,8.11,410,445.29,-35.29,3,1.19,1.81,25,21.51,85,80.4,4.6
"2020","SF",1,"00-0031376","Jerick McKinnon","RB",0,5,3,0,29,0,3,0,3.43,0,20,24,0,31.78,12.51,0,1,0,0,0.45,0.21,0,0,0,0,2,0,0,0,0,0.06,0,0,0,9.29,2.5,0,11,2.4,44,44.29,1,0.66,2,1.81,13.4,11.79,0,-0.43,0,-11.78,11.49,0,0.55,-0.21,0,0.44,-0.25,0,1.71,-0.1,-0.289999999999999,0.34,1.61,33,33,25,220,220,19,19,22.24,22.24,259,259,123,228.15,228.16,116.41,2,2,0,2.24,2.25,0.93,0,0,0,10,10,6,0,0,0.58,0.59,0,0,16.94,58.52,17.19,18.36,56.9,12.3,-3.24,-3.24,30.85,30.84,6.59000000000001,-0.24,-0.25,-0.93,-1.29,-1.31,-1.08,-0.58,-0.59,1.42,-1.62,-4.89,382,344.57,37.43,2,3.18,-1.18,16,18.39,69.2,75.71,-6.51
"2020","SF",1,"00-0030472","Jordan Reed","TE",0,2,0,0,5,0,2,0,1.6,0,12,0,0,11.41,0,0,0,0,0,0.02,0,0,0,0,0,1,0,0,0,0,0.02,0,0,0,2.83,0,0,3.2,0,12,11.41,0,0.02,1,0.35,3.2,2.83,0,0.4,0,0.59,0,0,-0.02,0,0,0.65,0,0,0.37,0,0.59,-0.02,0.37,33,33,25,220,220,19,19,22.24,22.24,259,259,123,228.15,228.16,116.41,2,2,0,2.24,2.25,0.93,0,0,0,10,10,6,0,0,0.58,0.59,0,0,16.94,58.52,17.19,18.36,56.9,12.3,-3.24,-3.24,30.85,30.84,6.59000000000001,-0.24,-0.25,-0.93,-1.29,-1.31,-1.08,-0.58,-0.59,1.42,-1.62,-4.89,382,344.57,37.43,2,3.18,-1.18,16,18.39,69.2,75.71,-6.51
"2020","ARI",1,"00-0031558","Maxx Williams","TE",0,2,0,0,2,0,0,0,1.66,0,0,0,0,11.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.02,0,0,0,2.86,0,0,0,0,0,11.75,0,0,0,0.28,0,2.86,0,-1.66,0,-11.75,0,0,0,0,0,-0.28,0,0,-2.86,0,-11.75,0,-2.86,40,40,36,192,192,26,26,28.67,28.68,230,230,180,270.24,270.26,175.03,1,1,2,0.47,0.46,0.73,0,0,0,12,12,13,1,1,0.56,0.57,0,0,11.56,58.51,21.89,11.2,55,30,-2.67,-2.68,-40.24,-40.26,4.96999999999999,0.53,0.54,1.27,0.42,0.42,3.07,0.44,0.43,-0.360000000000001,-3.51,8.11,410,445.29,-35.29,3,1.19,1.81,25,21.51,85,80.4,4.6
"2020","SF",1,"00-0033307","Kendrick Bourne","WR",0,5,0,0,58,0,2,0,2.72,0,34,0,0,37.7,0,0,0,0,0,0.74,0,0,0,0,0,2,0,0,0,0,0.14,0,0,0,10.94,0,0,5.4,0,34,37.7,0,0.74,2,2.57,5.4,10.94,0,-0.72,0,-3.7,0,0,-0.74,0,0,-0.57,0,0,-5.54,0,-3.7,-0.74,-5.54,33,33,25,220,220,19,19,22.24,22.24,259,259,123,228.15,228.16,116.41,2,2,0,2.24,2.25,0.93,0,0,0,10,10,6,0,0,0.58,0.59,0,0,16.94,58.52,17.19,18.36,56.9,12.3,-3.24,-3.24,30.85,30.84,6.59000000000001,-0.24,-0.25,-0.93,-1.29,-1.31,-1.08,-0.58,-0.59,1.42,-1.62,-4.89,382,344.57,37.43,2,3.18,-1.18,16,18.39,69.2,75.71,-6.51
"2020","SF",1,"00-0034860","Dante Pettis","WR",0,1,0,0,34,0,0,0,0.33,0,0,0,0,11.93,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,3.14,0,0,0,0,0,11.93,0,0.27,0,0.36,0,3.14,0,-0.33,0,-11.93,0,0,-0.27,0,0,-0.36,0,0,-3.14,0,-11.93,-0.27,-3.14,33,33,25,220,220,19,19,22.24,22.24,259,259,123,228.15,228.16,116.41,2,2,0,2.24,2.25,0.93,0,0,0,10,10,6,0,0,0.58,0.59,0,0,16.94,58.52,17.19,18.36,56.9,12.3,-3.24,-3.24,30.85,30.84,6.59000000000001,-0.24,-0.25,-0.93,-1.29,-1.31,-1.08,-0.58,-0.59,1.42,-1.62,-4.89,382,344.57,37.43,2,3.18,-1.18,16,18.39,69.2,75.71,-6.51
"2020","ARI",1,"00-0034011","Dan Arnold","TE",0,2,0,0,6,0,2,0,1.62,0,21,0,0,13.54,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.02,0,0,0,2.99,0,0,4.1,0,21,13.54,0,0,1,0.45,4.1,2.99,0,0.38,0,7.46,0,0,0,0,0,0.55,0,0,1.11,0,7.46,0,1.11,40,40,36,192,192,26,26,28.67,28.68,230,230,180,270.24,270.26,175.03,1,1,2,0.47,0.46,0.73,0,0,0,12,12,13,1,1,0.56,0.57,0,0,11.56,58.51,21.89,11.2,55,30,-2.67,-2.68,-40.24,-40.26,4.96999999999999,0.53,0.54,1.27,0.42,0.42,3.07,0.44,0.43,-0.360000000000001,-3.51,8.11,410,445.29,-35.29,3,1.19,1.81,25,21.51,85,80.4,4.6
"2020","SF",1,NA,NA,NA,0,1,0,0,-5,0,0,0,0.89,0,0,0,0,5.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,1.51,0,0,0,0,0,5.95,0,0,0,0.28,0,1.51,0,-0.89,0,-5.95,0,0,0,0,0,-0.28,0,0,-1.51,0,-5.95,0,-1.51,33,33,25,220,220,19,19,22.24,22.24,259,259,123,228.15,228.16,116.41,2,2,0,2.24,2.25,0.93,0,0,0,10,10,6,0,0,0.58,0.59,0,0,16.94,58.52,17.19,18.36,56.9,12.3,-3.24,-3.24,30.85,30.84,6.59000000000001,-0.24,-0.25,-0.93,-1.29,-1.31,-1.08,-0.58,-0.59,1.42,-1.62,-4.89,382,344.57,37.43,2,3.18,-1.18,16,18.39,69.2,75.71,-6.51
"2020","SF",1,"00-0032058","Tevin Coleman","RB",0,2,4,0,6,0,1,0,1.51,0,6,18,0,14.74,18.5,0,0,0,0,0.01,0.02,0,0,0,0,0,1,0,0,0,0.02,0,0,0,3.03,1.95,0,1.6,1.8,24,33.24,0,0.03,1,2.11,3.4,4.98,0,-0.51,0,-8.74,-0.5,0,-0.01,-0.02,0,-0.83,-0.28,0,-1.43,-0.15,-9.24,-0.03,-1.58,33,33,25,220,220,19,19,22.24,22.24,259,259,123,228.15,228.16,116.41,2,2,0,2.24,2.25,0.93,0,0,0,10,10,6,0,0,0.58,0.59,0,0,16.94,58.52,17.19,18.36,56.9,12.3,-3.24,-3.24,30.85,30.84,6.59000000000001,-0.24,-0.25,-0.93,-1.29,-1.31,-1.08,-0.58,-0.59,1.42,-1.62,-4.89,382,344.57,37.43,2,3.18,-1.18,16,18.39,69.2,75.71,-6.51
"2020","SF",1,"00-0029892","Kyle Juszczyk","RB",0,2,1,0,20,0,1,0,1.33,0,41,7,0,19.06,3.92,0,0,0,0,0.01,0,0,0,0,0,1,1,0,0,0,0.03,0,0,0,3.3,0.41,0,5.1,0.7,48,22.98,0,0.01,2,1.64,5.8,3.71,0,-0.33,0,21.94,3.08,0,-0.01,0,0,0.22,0.14,0,1.8,0.29,25.02,-0.01,2.09,33,33,25,220,220,19,19,22.24,22.24,259,259,123,228.15,228.16,116.41,2,2,0,2.24,2.25,0.93,0,0,0,10,10,6,0,0,0.58,0.59,0,0,16.94,58.52,17.19,18.36,56.9,12.3,-3.24,-3.24,30.85,30.84,6.59000000000001,-0.24,-0.25,-0.93,-1.29,-1.31,-1.08,-0.58,-0.59,1.42,-1.62,-4.89,382,344.57,37.43,2,3.18,-1.18,16,18.39,69.2,75.71,-6.51
"2020","DET",1,"00-0026498","Matthew Stafford","QB",42,0,5,372,0,24,0,26.29,0,297,0,23,320.22,0,35.48,1,0,0,2.38,0,0.08,0,0,0,14,0,1,1,0,1.16,0,0,0,20.02,0,4.02,13.88,0,2.3,320,355.7,1,2.46,15,18.72,16.18,24.04,-2.29,0,-23.22,0,-12.48,-1.38,0,-0.08,-2.3,0,-1.42,-6.14,0,-1.72,-35.7,-1.46,-7.86,42,42,29,372,372,24,24,26.29,26.3,297,297,138,320.22,320.21,139.86,1,1,1,2.38,2.38,1.08,0,0,0,14,14,7,1,1,1.16,1.16,0,0,20.02,72.6,20.43,13.88,59.7,19.8,-2.29,-2.3,-23.22,-23.21,-1.85999999999999,-1.38,-1.38,-0.08,-2.3,-2.31,-1.27,-0.16,-0.16,-6.14,-12.9,-0.629999999999999,435,460.07,-25.07,2,3.46,-1.46,21,24.58,79.5,93.03,-13.53
"2020","DET",1,"00-0036277","Quintez Cephus","WR",0,10,0,0,129,0,3,0,5.77,0,43,0,0,86.02,0,0,0,0,0,0.76,0,0,0,0,0,3,0,0,0,0,0.41,0,0,0,18.96,0,0,7.3,0,43,86.02,0,0.76,3,4.78,7.3,18.96,0,-2.77,0,-43.02,0,0,-0.76,0,0,-1.78,0,0,-11.66,0,-43.02,-0.76,-11.66,42,42,29,372,372,24,24,26.29,26.3,297,297,138,320.22,320.21,139.86,1,1,1,2.38,2.38,1.08,0,0,0,14,14,7,1,1,1.16,1.16,0,0,20.02,72.6,20.43,13.88,59.7,19.8,-2.29,-2.3,-23.22,-23.21,-1.85999999999999,-1.38,-1.38,-0.08,-2.3,-2.31,-1.27,-0.16,-0.16,-6.14,-12.9,-0.629999999999999,435,460.07,-25.07,2,3.46,-1.46,21,24.58,79.5,93.03,-13.53
"2020","CHI",1,"00-0033869","Mitchell Trubisky","QB",36,0,3,349,0,20,0,21.71,0,242,0,26,262.67,0,15.76,3,0,0,4.06,0,0.07,0,0,0,15,0,1,0,0,0.89,0,0,0,24.97,0,1.98,21.68,0,2.6,268,278.43,3,4.13,16,16.65,24.28,26.95,-1.71,0,-20.67,0,10.24,-1.06,0,-0.07,-0.17,0,-0.48,-3.29,0,0.62,-10.43,-1.13,-2.67,36,36,28,349,349,20,20,21.71,21.71,242,242,149,262.67,262.67,137.43,3,3,0,4.06,4.06,0.44,0,0,0,15,15,7,0,0,0.89,0.89,0,0,24.97,72.34,16.34,21.68,62.2,14.9,-1.71,-1.71,-20.67,-20.67,11.57,-1.06,-1.06,-0.44,-0.17,-0.16,-0.77,-0.89,-0.89,-3.29,-10.14,-1.44,391,400.1,-9.1,3,4.5,-1.5,22,22.93,77.1,88.68,-11.58
"2020","CHI",1,"00-0027696","Jimmy Graham","TE",0,7,0,0,37,0,3,0,4.25,0,25,0,0,36.71,0,0,1,0,0,0.97,0,0,0,0,0,2,0,0,0,0,0.1,0,0,0,13.76,0,0,11.5,0,25,36.71,1,0.97,2,2.49,11.5,13.76,0,-1.25,0,-11.71,0,0,0.03,0,0,-0.49,0,0,-2.26,0,-11.71,0.03,-2.26,36,36,28,349,349,20,20,21.71,21.71,242,242,149,262.67,262.67,137.43,3,3,0,4.06,4.06,0.44,0,0,0,15,15,7,0,0,0.89,0.89,0,0,24.97,72.34,16.34,21.68,62.2,14.9,-1.71,-1.71,-20.67,-20.67,11.57,-1.06,-1.06,-0.44,-0.17,-0.16,-0.77,-0.89,-0.89,-3.29,-10.14,-1.44,391,400.1,-9.1,3,4.5,-1.5,22,22.93,77.1,88.68,-11.58
"2020","CHI",1,"00-0031428","Allen Robinson","WR",0,9,1,0,144,0,5,0,5.01,0,74,-1,0,85.11,7.03,0,0,0,0,0.66,0.02,0,0,0,0,4,0,0,0,0,0.31,0,0,0,17.48,0.8,0,12.4,-0.1,73,92.14,0,0.68,4,4.14,12.3,18.28,0,-0.00999999999999979,0,-11.11,-8.03,0,-0.66,-0.02,0,0.12,-0.26,0,-5.08,-0.9,-19.14,-0.68,-5.98,36,36,28,349,349,20,20,21.71,21.71,242,242,149,262.67,262.67,137.43,3,3,0,4.06,4.06,0.44,0,0,0,15,15,7,0,0,0.89,0.89,0,0,24.97,72.34,16.34,21.68,62.2,14.9,-1.71,-1.71,-20.67,-20.67,11.57,-1.06,-1.06,-0.44,-0.17,-0.16,-0.77,-0.89,-0.89,-3.29,-10.14,-1.44,391,400.1,-9.1,3,4.5,-1.5,22,22.93,77.1,88.68,-11.58
